port	total_count	req_count
wget	434	434
git	344	344
ffmpeg	340	340
coreutils	286	286
cmake	286	286
nmap	252	252
ImageMagick	250	250
bash	247	247
htop	245	245
yt-dlp	238	238
curl	222	222
automake	212	212
autoconf	210	210
jq	208	208
rsync	204	204
gawk	185	185
tree	177	177
go	177	177
pkgconfig	172	172
inetutils	170	170
unrar	164	164
gnupg2	164	164
exiftool	160	160
grep	157	157
tmux	154	154
gsed	153	153
openssh	152	152
pandoc	149	149
gmake	147	147
findutils	146	146
xorg-server	144	144
p7zip	139	139
bash-completion	138	138
rlwrap	138	138
dos2unix	136	136
ripgrep	133	133
vim	133	133
smartmontools	129	129
graphviz	126	126
ghostscript	124	124
openssl	120	120
gh	120	120
bison	119	119
ninja	119	119
aspell-dict-en	115	115
poppler	113	113
cargo	113	113
glib2	113	113
iperf3	113	113
gnutar	112	112
watch	110	110
emacs	109	109
lynx	109	109
perl5	107	107
rust	107	107
fzf	106	106
python313	104	104
sqlite3-tcl	104	104
python311	102	102
meson	101	101
python312	101	101
gnuplot	100	100
tk	97	97
sqlite3	96	96
aspell	95	95
port_cutleaves	94	94
emacs-app	94	94
mtr	93	93
zsh	92	92
cctools	91	91
py-pip	90	90
texlive-latex-extra	88	88
fd	87	87
subversion	86	86
tesseract-eng	85	85
bat	85	85
libtool	85	85
neofetch	85	85
qemu	84	84
gzip	83	83
libsdl2	83	83
mc	82	82
openssl3	82	82
py312-pip	81	81
neovim	81	81
boost	81	81
lzip	81	81
texlive	81	81
texinfo	80	80
nano	79	79
libxml2	78	78
uv	77	77
pstree	77	77
py313-pip	77	77
nasm	76	76
zstd	76	76
util-linux	76	76
youtube-dl	75	75
tcl	75	75
OpenBLAS	75	75
