port	total_count	req_count
wget	438	438
git	354	354
ffmpeg	345	345
cmake	295	295
coreutils	284	284
htop	252	252
ImageMagick	247	247
nmap	245	245
bash	242	242
yt-dlp	242	242
curl	220	220
jq	212	212
rsync	206	206
automake	202	202
autoconf	202	202
tree	185	185
gawk	183	183
go	173	173
pkgconfig	173	173
unrar	167	167
gnupg2	162	162
inetutils	161	161
tmux	159	159
exiftool	155	155
grep	152	152
openssh	151	151
gsed	151	151
pandoc	150	150
xorg-server	143	143
findutils	140	140
p7zip	140	140
gmake	138	138
dos2unix	135	135
rlwrap	135	135
vim	127	127
bash-completion	126	126
ripgrep	124	124
ninja	124	124
graphviz	123	123
openssl	120	120
gh	119	119
ghostscript	118	118
cargo	117	117
smartmontools	115	115
aspell-dict-en	114	114
glib2	112	112
rust	111	111
lynx	111	111
iperf3	107	107
gnutar	107	107
bison	107	107
python312	105	105
watch	104	104
sqlite3-tcl	104	104
perl5	103	103
poppler	103	103
gnuplot	102	102
emacs	101	101
python311	101	101
python313	100	100
fzf	98	98
zsh	96	96
port_cutleaves	96	96
meson	95	95
aspell	94	94
sqlite3	94	94
py-pip	94	94
tk	93	93
texlive	91	91
emacs-app	91	91
cctools	90	90
mtr	89	89
gzip	87	87
libtool	87	87
subversion	87	87
OpenBLAS	86	86
py312-pip	86	86
neofetch	86	86
youtube-dl	85	85
py313-pip	84	84
qemu	84	84
lzip	80	80
tesseract-eng	80	80
mc	80	80
texlive-latex-extra	79	79
texinfo	78	78
fd	78	78
openssl3	77	77
nano	77	77
xz	76	76
pstree	76	76
libsdl2	76	76
boost	75	75
docker	75	75
neovim	75	75
py311-pip	74	74
python39	74	74
nasm	74	74
bat	74	74
pv	72	72
