port	total_count	req_count
wget	449	449
git	352	352
ffmpeg	337	337
cmake	297	297
coreutils	284	284
ImageMagick	262	262
nmap	251	251
htop	251	251
bash	250	250
yt-dlp	234	234
curl	231	231
jq	214	214
autoconf	214	214
automake	212	212
rsync	210	210
gawk	184	184
tree	182	182
go	180	180
pkgconfig	178	178
gnupg2	169	169
inetutils	164	164
unrar	163	163
exiftool	162	162
grep	159	159
tmux	159	159
pandoc	157	157
gsed	155	155
openssh	154	154
gmake	152	152
findutils	147	147
p7zip	144	144
dos2unix	139	139
xorg-server	137	137
ripgrep	135	135
rlwrap	134	134
vim	131	131
bash-completion	128	128
gh	127	127
ninja	125	125
graphviz	122	122
ghostscript	121	121
smartmontools	121	121
openssl	121	121
cargo	118	118
lynx	118	118
gnutar	115	115
aspell-dict-en	114	114
perl5	112	112
bison	112	112
rust	110	110
watch	108	108
poppler	108	108
glib2	107	107
emacs	107	107
python311	105	105
sqlite3-tcl	104	104
fzf	104	104
iperf3	103	103
meson	102	102
python312	102	102
python313	100	100
gnuplot	100	100
mtr	97	97
sqlite3	96	96
port_cutleaves	95	95
neofetch	95	95
zsh	94	94
tk	94	94
aspell	94	94
py-pip	93	93
emacs-app	91	91
fd	90	90
cctools	89	89
subversion	89	89
texlive	89	89
py312-pip	88	88
nano	86	86
gzip	86	86
libtool	86	86
bat	86	86
mc	86	86
neovim	85	85
texlive-latex-extra	84	84
tesseract-eng	83	83
py313-pip	83	83
lzip	81	81
texinfo	80	80
qemu	80	80
libsdl2	78	78
youtube-dl	78	78
boost	78	78
xz	77	77
uv	76	76
nasm	76	76
openssl3	75	75
python310	75	75
pstree	75	75
OpenBLAS	75	75
7zip	75	75
pv	74	74
