port	total_count	req_count
wget	453	453
git	361	361
ffmpeg	347	347
cmake	299	299
coreutils	289	289
ImageMagick	259	259
nmap	255	255
bash	253	253
htop	250	250
yt-dlp	239	239
curl	233	233
jq	218	218
autoconf	215	215
automake	215	215
rsync	214	214
gawk	191	191
tree	187	187
go	184	184
pkgconfig	178	178
unrar	174	174
inetutils	170	170
gnupg2	168	168
gsed	161	161
tmux	160	160
grep	159	159
exiftool	156	156
openssh	156	156
gmake	154	154
pandoc	148	148
rlwrap	146	146
findutils	146	146
p7zip	143	143
dos2unix	142	142
xorg-server	142	142
vim	134	134
ripgrep	131	131
openssl	129	129
bash-completion	128	128
ninja	126	126
ghostscript	124	124
graphviz	123	123
aspell-dict-en	121	121
gh	120	120
cargo	120	120
smartmontools	120	120
bison	117	117
lynx	114	114
gnutar	114	114
perl5	114	114
rust	113	113
iperf3	111	111
emacs	110	110
poppler	109	109
python313	108	108
sqlite3-tcl	108	108
gnuplot	107	107
glib2	105	105
fzf	105	105
python312	103	103
watch	103	103
python311	103	103
meson	102	102
aspell	100	100
zsh	98	98
tk	98	98
sqlite3	98	98
mtr	95	95
port_cutleaves	94	94
emacs-app	94	94
py312-pip	93	93
py-pip	92	92
subversion	91	91
cctools	89	89
texlive	89	89
libtool	88	88
fd	87	87
mc	87	87
gzip	86	86
texlive-latex-extra	85	85
neofetch	84	84
texinfo	84	84
bat	82	82
nano	82	82
qemu	81	81
lzip	81	81
openssl3	81	81
tesseract-eng	81	81
libsdl2	81	81
neovim	81	81
py313-pip	80	80
OpenBLAS	79	79
youtube-dl	79	79
boost	79	79
pstree	78	78
nasm	78	78
tcl	78	78
python310	78	78
pv	76	76
xz	75	75
libxml2	74	74
