port	total_count	req_count
wget	442	442
git	362	362
ffmpeg	344	344
cmake	293	293
coreutils	280	280
ImageMagick	256	256
htop	254	254
nmap	250	250
yt-dlp	246	246
bash	243	243
curl	230	230
jq	215	215
rsync	205	205
automake	200	200
autoconf	200	200
gawk	184	184
tree	180	180
go	176	176
pkgconfig	170	170
unrar	169	169
tmux	167	167
inetutils	163	163
gnupg2	162	162
pandoc	156	156
exiftool	155	155
grep	153	153
openssh	152	152
gsed	152	152
p7zip	146	146
xorg-server	144	144
gmake	143	143
rlwrap	140	140
findutils	140	140
dos2unix	136	136
vim	129	129
graphviz	128	128
cargo	125	125
bash-completion	125	125
ghostscript	121	121
aspell-dict-en	120	120
ninja	118	118
ripgrep	118	118
openssl	118	118
gh	117	117
smartmontools	116	116
rust	113	113
glib2	112	112
bison	112	112
emacs	111	111
lynx	111	111
poppler	109	109
gnutar	108	108
watch	107	107
perl5	107	107
iperf3	105	105
fzf	104	104
sqlite3-tcl	104	104
gnuplot	104	104
python313	102	102
python312	102	102
texlive	102	102
aspell	101	101
python311	100	100
zsh	100	100
meson	95	95
subversion	92	92
tk	91	91
port_cutleaves	91	91
emacs-app	91	91
texlive-latex-extra	90	90
mc	90	90
cctools	90	90
py312-pip	89	89
sqlite3	87	87
py-pip	87	87
py313-pip	86	86
mtr	86	86
youtube-dl	85	85
libtool	85	85
qemu	84	84
gzip	82	82
neofetch	82	82
nano	82	82
fd	82	82
texinfo	81	81
OpenBLAS	81	81
libsdl2	81	81
nasm	79	79
lzip	79	79
tesseract-eng	79	79
pstree	78	78
ccache	77	77
neovim	76	76
bat	75	75
python310	75	75
openssl3	75	75
py311-pip	74	74
pwgen	74	74
boost	73	73
util-linux	73	73
