port	total_count	req_count
wget	435	435
ffmpeg	346	346
git	345	345
cmake	290	290
coreutils	285	285
ImageMagick	251	251
nmap	249	249
htop	248	248
bash	247	247
yt-dlp	243	243
curl	227	227
automake	212	212
autoconf	209	209
jq	209	209
rsync	202	202
gawk	189	189
go	180	180
tree	174	174
pkgconfig	173	173
inetutils	172	172
gnupg2	166	166
unrar	163	163
grep	158	158
exiftool	157	157
tmux	155	155
gsed	155	155
openssh	152	152
gmake	150	150
pandoc	148	148
findutils	147	147
xorg-server	141	141
rlwrap	139	139
dos2unix	138	138
bash-completion	138	138
p7zip	137	137
vim	133	133
smartmontools	131	131
ripgrep	130	130
ghostscript	127	127
graphviz	126	126
openssl	125	125
gh	122	122
bison	120	120
ninja	119	119
poppler	117	117
aspell-dict-en	116	116
cargo	114	114
glib2	114	114
lynx	111	111
gnutar	111	111
emacs	111	111
rust	111	111
iperf3	110	110
watch	109	109
fzf	108	108
perl5	107	107
sqlite3-tcl	106	106
python313	106	106
python311	105	105
python312	103	103
meson	103	103
gnuplot	103	103
tk	100	100
sqlite3	97	97
aspell	96	96
port_cutleaves	95	95
mtr	94	94
cctools	93	93
zsh	92	92
emacs-app	90	90
libtool	90	90
texlive-latex-extra	89	89
py-pip	88	88
tesseract-eng	87	87
libsdl2	87	87
neofetch	87	87
openssl3	86	86
subversion	86	86
gzip	85	85
mc	85	85
py312-pip	85	85
lzip	84	84
fd	84	84
texinfo	83	83
nano	82	82
bat	82	82
texlive	82	82
boost	81	81
neovim	81	81
qemu	81	81
py313-pip	79	79
python310	78	78
tcl	78	78
zstd	78	78
libxml2	78	78
nasm	78	78
pstree	77	77
uv	77	77
python314	76	76
xz	75	75
