port	total_count	req_count
wget	431	431
git	352	352
ffmpeg	335	335
cmake	304	304
coreutils	282	282
htop	252	252
nmap	249	249
bash	249	249
ImageMagick	248	248
yt-dlp	243	243
curl	227	227
autoconf	213	213
automake	209	209
jq	208	208
rsync	205	205
gawk	194	194
go	184	184
tree	183	183
inetutils	173	173
pkgconfig	171	171
gnupg2	171	171
tmux	162	162
unrar	161	161
grep	160	160
pandoc	157	157
exiftool	156	156
gsed	156	156
openssh	153	153
gmake	152	152
xorg-server	147	147
findutils	144	144
p7zip	142	142
dos2unix	142	142
rlwrap	140	140
bash-completion	135	135
ripgrep	132	132
smartmontools	128	128
vim	128	128
ninja	127	127
ghostscript	126	126
graphviz	124	124
gh	120	120
poppler	120	120
openssl	118	118
aspell-dict-en	118	118
cargo	118	118
lynx	116	116
bison	114	114
iperf3	114	114
watch	113	113
rust	112	112
fzf	112	112
glib2	110	110
emacs	109	109
meson	108	108
perl5	107	107
gnutar	107	107
python311	105	105
gnuplot	102	102
python313	101	101
aspell	99	99
tk	97	97
python312	97	97
sqlite3	96	96
port_cutleaves	95	95
mtr	95	95
zsh	94	94
cctools	94	94
sqlite3-tcl	93	93
nano	92	92
subversion	91	91
libtool	90	90
py-pip	88	88
mc	88	88
emacs-app	88	88
texlive-latex-extra	87	87
libsdl2	86	86
lzip	85	85
fd	84	84
neovim	84	84
gzip	83	83
neofetch	83	83
tesseract-eng	83	83
bat	82	82
python314	82	82
qemu	82	82
py312-pip	82	82
pstree	81	81
tcl	80	80
nasm	80	80
boost	80	80
uv	79	79
texinfo	79	79
youtube-dl	78	78
py313-pip	78	78
openssl3	78	78
texlive	77	77
util-linux	77	77
doxygen	77	77
pv	76	76
