port	total_count	req_count
wget	452	452
git	353	353
ffmpeg	337	337
cmake	298	298
coreutils	285	285
ImageMagick	260	260
bash	252	252
htop	250	250
nmap	250	250
yt-dlp	234	234
curl	233	233
jq	214	214
autoconf	213	213
automake	212	212
rsync	210	210
gawk	186	186
tree	182	182
go	179	179
pkgconfig	178	178
gnupg2	169	169
inetutils	165	165
unrar	162	162
tmux	161	161
exiftool	161	161
grep	159	159
gsed	156	156
pandoc	156	156
openssh	155	155
gmake	151	151
findutils	147	147
p7zip	145	145
dos2unix	140	140
xorg-server	139	139
rlwrap	135	135
vim	134	134
ripgrep	132	132
bash-completion	131	131
openssl	125	125
gh	125	125
ninja	124	124
graphviz	123	123
ghostscript	122	122
smartmontools	119	119
cargo	118	118
aspell-dict-en	117	117
bison	117	117
lynx	117	117
gnutar	117	117
perl5	113	113
rust	111	111
glib2	109	109
iperf3	108	108
poppler	107	107
watch	106	106
sqlite3-tcl	105	105
emacs	105	105
gnuplot	104	104
python311	103	103
python312	103	103
fzf	103	103
python313	102	102
meson	101	101
sqlite3	98	98
aspell	97	97
mtr	95	95
port_cutleaves	95	95
zsh	95	95
tk	94	94
py-pip	92	92
neofetch	92	92
subversion	91	91
texlive	90	90
cctools	90	90
fd	89	89
emacs-app	89	89
mc	88	88
py312-pip	87	87
gzip	86	86
libtool	86	86
neovim	85	85
nano	85	85
bat	85	85
texlive-latex-extra	84	84
texinfo	83	83
py313-pip	83	83
tesseract-eng	83	83
qemu	82	82
lzip	81	81
libsdl2	80	80
youtube-dl	79	79
boost	79	79
nasm	78	78
xz	77	77
python310	77	77
pstree	76	76
uv	76	76
7zip	75	75
openssl3	75	75
tcl	75	75
zstd	73	73
