port	total_count	req_count
wget	441	441
git	366	366
ffmpeg	349	349
cmake	304	304
coreutils	297	297
htop	252	252
ImageMagick	250	250
nmap	247	247
bash	247	247
yt-dlp	236	236
curl	232	232
jq	216	216
automake	210	210
autoconf	209	209
rsync	208	208
gawk	192	192
tree	185	185
go	179	179
pkgconfig	177	177
unrar	170	170
gnupg2	169	169
tmux	164	164
inetutils	163	163
exiftool	162	162
grep	159	159
gsed	159	159
openssh	152	152
pandoc	152	152
findutils	148	148
gmake	147	147
xorg-server	145	145
dos2unix	144	144
rlwrap	142	142
p7zip	139	139
ripgrep	134	134
vim	132	132
bash-completion	131	131
ninja	128	128
graphviz	124	124
openssl	124	124
gh	123	123
ghostscript	122	122
cargo	121	121
smartmontools	120	120
aspell-dict-en	119	119
rust	117	117
lynx	115	115
emacs	111	111
bison	111	111
gnutar	110	110
glib2	109	109
sqlite3-tcl	109	109
python312	108	108
python313	107	107
poppler	106	106
watch	106	106
iperf3	106	106
perl5	105	105
python311	105	105
fzf	104	104
gnuplot	104	104
port_cutleaves	103	103
zsh	103	103
meson	101	101
sqlite3	100	100
aspell	98	98
emacs-app	96	96
py-pip	96	96
tk	95	95
subversion	93	93
mtr	93	93
cctools	92	92
py312-pip	91	91
texlive	91	91
gzip	90	90
libtool	90	90
py313-pip	88	88
neofetch	86	86
OpenBLAS	84	84
qemu	84	84
texlive-latex-extra	84	84
lzip	83	83
mc	83	83
fd	83	83
youtube-dl	81	81
bat	80	80
openssl3	80	80
neovim	80	80
tesseract-eng	79	79
nano	79	79
texinfo	79	79
libsdl2	79	79
xz	77	77
nasm	77	77
tcl	77	77
pwgen	77	77
7zip	76	76
boost	76	76
python39	76	76
pstree	76	76
