port	total_count	req_count
wget	431	431
git	342	342
ffmpeg	339	339
cmake	285	285
coreutils	284	284
ImageMagick	249	249
nmap	249	249
bash	246	246
htop	245	245
yt-dlp	236	236
curl	219	219
automake	211	211
autoconf	209	209
jq	207	207
rsync	202	202
gawk	184	184
tree	176	176
go	175	175
pkgconfig	170	170
inetutils	168	168
gnupg2	163	163
unrar	162	162
exiftool	159	159
grep	156	156
gsed	152	152
tmux	152	152
openssh	152	152
findutils	146	146
pandoc	146	146
gmake	145	145
xorg-server	144	144
p7zip	139	139
bash-completion	138	138
rlwrap	138	138
dos2unix	135	135
ripgrep	132	132
vim	132	132
smartmontools	129	129
graphviz	125	125
ghostscript	122	122
bison	119	119
gh	118	118
ninja	117	117
openssl	117	117
aspell-dict-en	115	115
gnutar	112	112
glib2	112	112
iperf3	112	112
cargo	111	111
poppler	110	110
emacs	108	108
watch	108	108
lynx	107	107
perl5	106	106
rust	105	105
fzf	104	104
sqlite3-tcl	104	104
python311	102	102
python313	101	101
gnuplot	100	100
meson	100	100
python312	100	100
tk	97	97
aspell	95	95
sqlite3	95	95
port_cutleaves	94	94
emacs-app	92	92
mtr	91	91
zsh	90	90
py-pip	90	90
cctools	90	90
texlive-latex-extra	88	88
fd	86	86
subversion	86	86
neofetch	84	84
tesseract-eng	84	84
qemu	84	84
libtool	83	83
libsdl2	82	82
bat	82	82
gzip	82	82
py312-pip	81	81
boost	81	81
mc	81	81
lzip	80	80
openssl3	80	80
neovim	80	80
texlive	80	80
nano	78	78
texinfo	78	78
pstree	77	77
py313-pip	76	76
uv	76	76
libxml2	76	76
nasm	75	75
tcl	75	75
OpenBLAS	75	75
youtube-dl	74	74
util-linux	74	74
zstd	74	74
