port	total_count	req_count
wget	428	428
git	349	349
ffmpeg	327	327
cmake	294	294
coreutils	286	286
htop	246	246
bash	244	244
nmap	243	243
ImageMagick	242	242
yt-dlp	238	238
curl	224	224
rsync	209	209
autoconf	209	209
automake	205	205
jq	202	202
gawk	185	185
go	184	184
tree	179	179
gnupg2	171	171
pkgconfig	171	171
inetutils	167	167
tmux	161	161
unrar	159	159
grep	158	158
exiftool	157	157
pandoc	156	156
gsed	155	155
gmake	154	154
openssh	153	153
xorg-server	146	146
findutils	145	145
p7zip	141	141
dos2unix	137	137
rlwrap	137	137
bash-completion	132	132
ripgrep	129	129
vim	128	128
smartmontools	126	126
ninja	126	126
ghostscript	125	125
graphviz	123	123
openssl	121	121
gh	120	120
cargo	120	120
aspell-dict-en	118	118
bison	115	115
rust	115	115
poppler	114	114
fzf	113	113
lynx	113	113
watch	112	112
glib2	110	110
iperf3	110	110
gnutar	109	109
emacs	108	108
perl5	107	107
python311	103	103
meson	103	103
sqlite3	100	100
python313	99	99
gnuplot	98	98
tk	98	98
aspell	97	97
python312	96	96
port_cutleaves	93	93
zsh	93	93
mtr	92	92
emacs-app	90	90
nano	90	90
subversion	89	89
cctools	89	89
libtool	88	88
py-pip	86	86
python314	85	85
texlive-latex-extra	85	85
gzip	85	85
tesseract-eng	84	84
neovim	84	84
lzip	84	84
qemu	84	84
mc	84	84
uv	83	83
fd	83	83
bat	83	83
libsdl2	83	83
py312-pip	81	81
tcl	81	81
neofetch	80	80
texinfo	79	79
util-linux	79	79
texlive	79	79
xz	78	78
nasm	78	78
zstd	78	78
youtube-dl	77	77
libxml2	76	76
openssl3	76	76
pstree	76	76
boost	76	76
doxygen	74	74
