port	total_count	req_count
wget	445	445
git	348	348
ffmpeg	338	338
cmake	296	296
coreutils	287	287
ImageMagick	261	261
htop	250	250
bash	249	249
nmap	249	249
yt-dlp	236	236
curl	226	226
autoconf	214	214
automake	213	213
jq	212	212
rsync	210	210
gawk	183	183
tree	183	183
go	179	179
pkgconfig	175	175
gnupg2	170	170
exiftool	165	165
unrar	163	163
inetutils	162	162
pandoc	159	159
grep	159	159
tmux	158	158
openssh	153	153
gsed	153	153
gmake	150	150
findutils	147	147
p7zip	146	146
xorg-server	142	142
dos2unix	137	137
bash-completion	134	134
vim	134	134
ripgrep	134	134
rlwrap	132	132
gh	129	129
graphviz	127	127
ghostscript	126	126
ninja	126	126
smartmontools	123	123
openssl	120	120
cargo	119	119
aspell-dict-en	117	117
lynx	116	116
bison	112	112
gnutar	112	112
rust	111	111
watch	110	110
perl5	109	109
emacs	108	108
poppler	108	108
glib2	107	107
meson	106	106
python313	105	105
iperf3	105	105
fzf	105	105
sqlite3-tcl	104	104
python312	103	103
python311	103	103
sqlite3	100	100
gnuplot	99	99
aspell	98	98
tk	96	96
zsh	95	95
neofetch	95	95
port_cutleaves	95	95
mtr	94	94
py-pip	92	92
fd	90	90
emacs-app	89	89
py312-pip	88	88
subversion	88	88
texlive	88	88
gzip	88	88
cctools	87	87
libtool	86	86
bat	86	86
texlive-latex-extra	86	86
nano	85	85
tesseract-eng	84	84
mc	83	83
lzip	82	82
neovim	81	81
py313-pip	81	81
boost	80	80
openssl3	79	79
libsdl2	79	79
texinfo	79	79
xz	78	78
qemu	78	78
python310	77	77
youtube-dl	77	77
nasm	76	76
uv	76	76
pstree	75	75
libxml2	75	75
pv	74	74
zstd	74	74
