port	total_count	req_count
wget	446	446
git	367	367
ffmpeg	348	348
cmake	292	292
coreutils	279	279
ImageMagick	256	256
nmap	252	252
htop	250	250
yt-dlp	246	246
bash	239	239
curl	230	230
jq	217	217
rsync	202	202
autoconf	201	201
automake	198	198
gawk	184	184
tree	183	183
go	178	178
pkgconfig	172	172
unrar	172	172
tmux	164	164
inetutils	161	161
gnupg2	160	160
exiftool	155	155
grep	155	155
pandoc	154	154
openssh	152	152
gsed	150	150
p7zip	147	147
findutils	142	142
rlwrap	141	141
xorg-server	141	141
gmake	137	137
dos2unix	135	135
bash-completion	127	127
graphviz	127	127
vim	125	125
cargo	123	123
ghostscript	121	121
openssl	121	121
gh	119	119
ripgrep	119	119
ninja	117	117
smartmontools	117	117
aspell-dict-en	116	116
rust	113	113
glib2	111	111
poppler	110	110
bison	110	110
lynx	108	108
emacs	107	107
gnutar	106	106
python312	106	106
iperf3	106	106
perl5	106	106
watch	104	104
gnuplot	103	103
python311	103	103
sqlite3-tcl	103	103
fzf	102	102
python313	101	101
zsh	99	99
texlive	98	98
aspell	98	98
meson	93	93
tk	92	92
subversion	91	91
port_cutleaves	89	89
mc	89	89
emacs-app	88	88
sqlite3	88	88
cctools	88	88
py312-pip	87	87
texlive-latex-extra	87	87
py-pip	87	87
mtr	86	86
py313-pip	86	86
youtube-dl	85	85
gzip	85	85
OpenBLAS	84	84
libtool	84	84
qemu	84	84
texinfo	82	82
neofetch	82	82
nano	81	81
fd	81	81
lzip	80	80
neovim	79	79
nasm	78	78
libsdl2	77	77
pstree	77	77
ccache	77	77
openssl3	77	77
tesseract-eng	76	76
bat	75	75
python310	75	75
boost	75	75
py311-pip	74	74
pwgen	74	74
tcl	72	72
