port	total_count	req_count
wget	436	436
git	349	349
ffmpeg	335	335
cmake	299	299
coreutils	282	282
htop	250	250
nmap	246	246
ImageMagick	246	246
bash	243	243
yt-dlp	240	240
curl	225	225
autoconf	208	208
automake	204	204
jq	204	204
rsync	203	203
gawk	189	189
go	183	183
tree	182	182
inetutils	172	172
pkgconfig	171	171
gnupg2	170	170
tmux	164	164
unrar	159	159
grep	159	159
exiftool	156	156
pandoc	156	156
openssh	154	154
gsed	154	154
gmake	150	150
xorg-server	147	147
findutils	143	143
p7zip	143	143
rlwrap	139	139
dos2unix	139	139
bash-completion	131	131
ripgrep	128	128
ghostscript	127	127
smartmontools	127	127
vim	127	127
ninja	126	126
graphviz	126	126
openssl	122	122
gh	121	121
cargo	120	120
aspell-dict-en	117	117
poppler	117	117
rust	114	114
lynx	114	114
watch	113	113
bison	113	113
iperf3	112	112
fzf	111	111
gnutar	108	108
glib2	108	108
emacs	108	108
perl5	108	108
meson	105	105
python311	104	104
python313	100	100
gnuplot	100	100
sqlite3	98	98
python312	98	98
aspell	97	97
tk	97	97
mtr	95	95
port_cutleaves	94	94
zsh	93	93
nano	91	91
cctools	91	91
subversion	90	90
libtool	88	88
py-pip	88	88
libsdl2	86	86
emacs-app	86	86
texlive-latex-extra	86	86
mc	86	86
neovim	85	85
tesseract-eng	84	84
lzip	84	84
gzip	83	83
python314	83	83
qemu	83	83
tcl	82	82
neofetch	82	82
fd	82	82
bat	82	82
nasm	81	81
py312-pip	81	81
util-linux	79	79
uv	79	79
youtube-dl	79	79
pstree	78	78
texlive	78	78
boost	78	78
xz	77	77
texinfo	77	77
zstd	76	76
doxygen	75	75
OpenBLAS	75	75
sqlite3-tcl	75	75
