port	total_count	req_count
wget	430	430
git	349	349
ffmpeg	328	328
cmake	291	291
coreutils	273	273
yt-dlp	246	246
htop	244	244
nmap	238	238
bash	234	234
ImageMagick	230	230
curl	230	230
rsync	210	210
autoconf	206	206
jq	203	203
automake	202	202
go	184	184
tree	182	182
gawk	173	173
pkgconfig	171	171
inetutils	163	163
exiftool	162	162
gnupg2	162	162
tmux	157	157
grep	150	150
unrar	150	150
pandoc	149	149
openssh	148	148
gmake	147	147
gsed	141	141
xorg-server	139	139
p7zip	136	136
ripgrep	135	135
findutils	135	135
rlwrap	134	134
ninja	131	131
ghostscript	126	126
bash-completion	125	125
gh	125	125
graphviz	125	125
dos2unix	124	124
openssl	124	124
smartmontools	123	123
vim	122	122
cargo	120	120
rust	119	119
poppler	117	117
aspell-dict-en	115	115
watch	111	111
meson	111	111
fzf	110	110
lynx	110	110
bison	110	110
glib2	110	110
perl5	105	105
sqlite3	103	103
gnutar	103	103
tk	102	102
python311	101	101
iperf3	101	101
emacs	101	101
gnuplot	100	100
aspell	96	96
python314	94	94
python313	93	93
zsh	92	92
python312	91	91
mtr	88	88
subversion	87	87
port_cutleaves	87	87
neovim	86	86
uv	85	85
cctools	85	85
texlive-latex-extra	85	85
py-pip	84	84
libtool	84	84
fd	84	84
bat	84	84
openssl3	83	83
emacs-app	83	83
libsdl2	83	83
tesseract-eng	81	81
nasm	81	81
gzip	80	80
xz	80	80
tcl	80	80
lzip	80	80
py312-pip	79	79
texlive	79	79
nano	79	79
neofetch	78	78
qemu	78	78
texinfo	77	77
boost	76	76
tesseract	75	75
libxml2	75	75
readline	75	75
mc	74	74
py313-pip	74	74
py314-pip	73	73
qpdf	73	73
