port	total_count	req_count
wget	438	438
git	346	346
ffmpeg	342	342
cmake	301	301
coreutils	284	284
ImageMagick	253	253
bash	251	251
nmap	249	249
yt-dlp	247	247
htop	246	246
curl	232	232
automake	213	213
jq	213	213
autoconf	212	212
rsync	203	203
gawk	194	194
go	185	185
tree	182	182
pkgconfig	175	175
inetutils	175	175
gnupg2	168	168
unrar	166	166
grep	163	163
tmux	160	160
gsed	158	158
openssh	155	155
exiftool	154	154
pandoc	153	153
gmake	150	150
findutils	146	146
rlwrap	143	143
p7zip	143	143
xorg-server	142	142
dos2unix	141	141
bash-completion	140	140
ripgrep	133	133
vim	133	133
ghostscript	130	130
smartmontools	127	127
graphviz	126	126
ninja	126	126
openssl	122	122
gh	121	121
bison	120	120
aspell-dict-en	118	118
poppler	118	118
cargo	118	118
lynx	114	114
fzf	113	113
glib2	113	113
watch	112	112
rust	112	112
gnutar	112	112
emacs	111	111
python311	109	109
iperf3	109	109
perl5	108	108
sqlite3-tcl	108	108
meson	106	106
python313	104	104
gnuplot	103	103
tk	102	102
python312	102	102
sqlite3	98	98
aspell	98	98
cctools	97	97
port_cutleaves	95	95
mtr	95	95
zsh	94	94
libtool	93	93
libsdl2	90	90
subversion	90	90
texlive-latex-extra	89	89
py-pip	88	88
nano	87	87
fd	87	87
emacs-app	86	86
neovim	85	85
py312-pip	85	85
bat	85	85
neofetch	85	85
lzip	85	85
gzip	84	84
qemu	84	84
openssl3	84	84
tesseract-eng	84	84
mc	83	83
py313-pip	81	81
texinfo	81	81
nasm	80	80
pstree	80	80
boost	80	80
texlive	79	79
youtube-dl	79	79
python310	79	79
zstd	78	78
uv	78	78
python314	78	78
doxygen	77	77
pv	77	77
