port	total_count	req_count
wget	423	423
git	351	351
ffmpeg	321	321
cmake	297	297
coreutils	274	274
htop	252	252
yt-dlp	241	241
nmap	236	236
bash	236	236
ImageMagick	228	228
curl	226	226
autoconf	205	205
rsync	204	204
automake	204	204
jq	199	199
go	183	183
tree	179	179
pkgconfig	178	178
gawk	173	173
inetutils	165	165
gnupg2	163	163
tmux	161	161
exiftool	155	155
grep	152	152
openssh	152	152
unrar	150	150
gsed	146	146
pandoc	144	144
xorg-server	142	142
gmake	141	141
rlwrap	134	134
ripgrep	133	133
findutils	133	133
p7zip	132	132
openssl	130	130
ninja	129	129
graphviz	126	126
bash-completion	126	126
vim	125	125
gh	125	125
dos2unix	123	123
ghostscript	123	123
smartmontools	122	122
cargo	119	119
poppler	117	117
rust	116	116
aspell-dict-en	115	115
watch	114	114
bison	111	111
glib2	110	110
fzf	106	106
meson	104	104
lynx	104	104
python311	103	103
perl5	101	101
emacs	101	101
gnuplot	101	101
iperf3	101	101
gnutar	101	101
sqlite3	99	99
tk	98	98
python314	96	96
aspell	96	96
zsh	95	95
libtool	92	92
python312	92	92
neovim	91	91
python313	91	91
port_cutleaves	90	90
bat	89	89
mtr	88	88
uv	86	86
fd	86	86
subversion	86	86
emacs-app	85	85
cctools	85	85
xz	84	84
neofetch	84	84
nasm	84	84
openssl3	83	83
tesseract-eng	83	83
texlive-latex-extra	82	82
libsdl2	81	81
nano	81	81
py-pip	81	81
gzip	80	80
texinfo	80	80
tcl	79	79
lzip	77	77
boost	76	76
py312-pip	76	76
mc	76	76
tesseract	75	75
texlive	75	75
gmp	75	75
qemu	75	75
libxml2	74	74
readline	74	74
py314-pip	73	73
ncurses	72	72
