port	total_count	req_count
wget	435	435
git	352	352
ffmpeg	334	334
cmake	300	300
coreutils	281	281
htop	249	249
ImageMagick	248	248
nmap	246	246
bash	244	244
yt-dlp	242	242
curl	225	225
autoconf	208	208
automake	205	205
rsync	204	204
jq	204	204
gawk	189	189
go	184	184
tree	182	182
inetutils	173	173
gnupg2	170	170
pkgconfig	170	170
tmux	164	164
unrar	160	160
grep	159	159
pandoc	156	156
exiftool	155	155
openssh	155	155
gsed	154	154
gmake	150	150
xorg-server	146	146
p7zip	144	144
findutils	143	143
rlwrap	140	140
dos2unix	139	139
bash-completion	131	131
ripgrep	130	130
ghostscript	127	127
smartmontools	127	127
vim	127	127
graphviz	126	126
ninja	125	125
openssl	121	121
gh	121	121
cargo	121	121
poppler	118	118
aspell-dict-en	117	117
lynx	115	115
rust	114	114
bison	114	114
watch	113	113
fzf	112	112
iperf3	111	111
emacs	109	109
perl5	109	109
gnutar	108	108
glib2	108	108
meson	105	105
python311	104	104
python313	101	101
gnuplot	99	99
sqlite3	98	98
python312	98	98
aspell	97	97
tk	96	96
mtr	96	96
port_cutleaves	94	94
zsh	93	93
nano	92	92
cctools	91	91
subversion	91	91
py-pip	88	88
libtool	88	88
emacs-app	87	87
mc	87	87
texlive-latex-extra	86	86
libsdl2	86	86
neovim	85	85
lzip	84	84
fd	84	84
gzip	83	83
qemu	83	83
tesseract-eng	83	83
python314	82	82
neofetch	82	82
tcl	82	82
bat	82	82
py312-pip	81	81
nasm	81	81
uv	80	80
util-linux	79	79
pstree	79	79
youtube-dl	79	79
sqlite3-tcl	78	78
texlive	78	78
boost	78	78
texinfo	77	77
xz	76	76
py313-pip	76	76
OpenBLAS	75	75
doxygen	75	75
