port	total_count	req_count
wget	429	429
git	354	354
ffmpeg	324	324
cmake	298	298
coreutils	275	275
htop	254	254
yt-dlp	246	246
bash	238	238
nmap	237	237
ImageMagick	232	232
curl	227	227
autoconf	208	208
automake	205	205
rsync	205	205
jq	201	201
go	184	184
tree	181	181
pkgconfig	177	177
gawk	173	173
inetutils	166	166
gnupg2	164	164
tmux	162	162
exiftool	158	158
openssh	153	153
grep	152	152
unrar	151	151
gsed	148	148
pandoc	147	147
gmake	143	143
xorg-server	143	143
rlwrap	135	135
findutils	134	134
p7zip	134	134
ripgrep	133	133
openssl	130	130
ninja	130	130
bash-completion	127	127
vim	126	126
gh	126	126
graphviz	126	126
dos2unix	125	125
ghostscript	123	123
smartmontools	121	121
cargo	118	118
poppler	117	117
rust	116	116
aspell-dict-en	115	115
watch	114	114
bison	112	112
glib2	111	111
fzf	106	106
lynx	106	106
meson	105	105
python311	103	103
gnuplot	102	102
perl5	102	102
iperf3	102	102
emacs	102	102
gnutar	101	101
sqlite3	99	99
tk	99	99
python314	97	97
aspell	97	97
zsh	96	96
python313	93	93
python312	92	92
neovim	91	91
libtool	91	91
port_cutleaves	90	90
mtr	90	90
bat	89	89
subversion	88	88
emacs-app	87	87
uv	86	86
fd	85	85
openssl3	84	84
texlive-latex-extra	84	84
xz	84	84
tesseract-eng	83	83
neofetch	83	83
cctools	83	83
libsdl2	82	82
py-pip	82	82
nasm	82	82
texinfo	81	81
nano	81	81
gzip	79	79
texlive	78	78
tcl	78	78
mc	78	78
py312-pip	77	77
lzip	77	77
boost	76	76
qemu	76	76
tesseract	75	75
readline	75	75
libxml2	74	74
py314-pip	74	74
gmp	74	74
apache2	72	72
