port	total_count	req_count
wget	436	436
git	355	355
ffmpeg	348	348
cmake	297	297
coreutils	283	283
htop	254	254
ImageMagick	248	248
nmap	247	247
bash	245	245
yt-dlp	243	243
curl	218	218
jq	213	213
rsync	205	205
autoconf	203	203
automake	202	202
tree	186	186
gawk	184	184
go	174	174
pkgconfig	173	173
unrar	167	167
gnupg2	162	162
tmux	162	162
inetutils	160	160
exiftool	156	156
grep	151	151
gsed	151	151
pandoc	151	151
openssh	150	150
xorg-server	143	143
p7zip	141	141
findutils	140	140
rlwrap	137	137
gmake	137	137
dos2unix	134	134
bash-completion	128	128
vim	126	126
ninja	125	125
graphviz	124	124
ripgrep	124	124
ghostscript	119	119
cargo	118	118
gh	118	118
openssl	117	117
smartmontools	116	116
aspell-dict-en	114	114
glib2	113	113
rust	111	111
lynx	110	110
python312	107	107
iperf3	107	107
bison	107	107
gnutar	106	106
watch	105	105
poppler	104	104
perl5	103	103
sqlite3-tcl	103	103
emacs	102	102
gnuplot	101	101
python311	101	101
fzf	101	101
python313	100	100
zsh	97	97
port_cutleaves	96	96
py-pip	96	96
meson	95	95
sqlite3	94	94
aspell	94	94
texlive	92	92
tk	92	92
cctools	91	91
emacs-app	90	90
mtr	88	88
subversion	87	87
libtool	87	87
py312-pip	86	86
gzip	86	86
OpenBLAS	86	86
qemu	86	86
neofetch	86	86
py313-pip	84	84
youtube-dl	84	84
mc	82	82
tesseract-eng	80	80
texlive-latex-extra	80	80
lzip	80	80
fd	79	79
nano	78	78
neovim	78	78
libsdl2	78	78
texinfo	78	78
openssl3	77	77
pstree	76	76
python39	75	75
nasm	75	75
boost	75	75
xz	75	75
docker	75	75
py311-pip	74	74
bat	74	74
pv	73	73
