port	total_count	req_count
wget	432	432
git	343	343
ffmpeg	340	340
cmake	289	289
coreutils	286	286
ImageMagick	252	252
nmap	250	250
bash	248	248
htop	244	244
yt-dlp	235	235
curl	222	222
automake	214	214
autoconf	213	213
rsync	209	209
jq	208	208
gawk	186	186
go	177	177
tree	177	177
pkgconfig	172	172
inetutils	168	168
gnupg2	165	165
unrar	164	164
exiftool	159	159
grep	158	158
pandoc	156	156
openssh	153	153
tmux	153	153
gsed	152	152
findutils	148	148
gmake	147	147
xorg-server	144	144
p7zip	141	141
bash-completion	138	138
rlwrap	137	137
dos2unix	135	135
ripgrep	133	133
vim	133	133
graphviz	127	127
smartmontools	126	126
ghostscript	124	124
gh	122	122
ninja	120	120
openssl	118	118
bison	116	116
aspell-dict-en	116	116
gnutar	114	114
cargo	113	113
glib2	111	111
lynx	111	111
poppler	110	110
perl5	109	109
iperf3	108	108
watch	107	107
sqlite3-tcl	107	107
emacs	106	106
rust	106	106
python311	104	104
fzf	102	102
python313	102	102
meson	102	102
gnuplot	101	101
python312	98	98
aspell	97	97
sqlite3	96	96
tk	96	96
port_cutleaves	95	95
mtr	92	92
emacs-app	91	91
cctools	90	90
zsh	90	90
py-pip	90	90
libtool	88	88
subversion	88	88
neofetch	86	86
gzip	85	85
fd	85	85
texlive-latex-extra	84	84
tesseract-eng	84	84
neovim	82	82
qemu	82	82
libsdl2	82	82
nano	81	81
bat	81	81
texlive	81	81
py312-pip	80	80
mc	80	80
boost	79	79
lzip	79	79
openssl3	79	79
pstree	78	78
py313-pip	77	77
youtube-dl	77	77
texinfo	77	77
uv	76	76
OpenBLAS	76	76
xz	76	76
libxml2	76	76
tcl	75	75
qpdf	75	75
python310	74	74
