port	total_count	req_count
wget	436	436
git	344	344
ffmpeg	338	338
cmake	296	296
coreutils	282	282
ImageMagick	252	252
bash	250	250
nmap	248	248
yt-dlp	246	246
htop	245	245
curl	230	230
jq	212	212
automake	212	212
autoconf	212	212
rsync	203	203
gawk	191	191
go	185	185
tree	180	180
inetutils	174	174
pkgconfig	174	174
gnupg2	167	167
unrar	162	162
grep	160	160
tmux	160	160
gsed	157	157
exiftool	154	154
openssh	153	153
pandoc	150	150
gmake	150	150
findutils	146	146
xorg-server	143	143
dos2unix	141	141
p7zip	141	141
rlwrap	140	140
bash-completion	139	139
vim	134	134
ripgrep	131	131
ghostscript	128	128
smartmontools	127	127
graphviz	125	125
ninja	124	124
openssl	122	122
gh	121	121
bison	120	120
cargo	117	117
aspell-dict-en	117	117
poppler	116	116
glib2	113	113
rust	112	112
fzf	112	112
watch	112	112
lynx	112	112
emacs	111	111
gnutar	111	111
iperf3	110	110
python311	108	108
sqlite3-tcl	106	106
perl5	106	106
python313	105	105
meson	105	105
gnuplot	104	104
python312	103	103
tk	102	102
aspell	97	97
sqlite3	97	97
cctools	96	96
mtr	95	95
port_cutleaves	94	94
zsh	93	93
libtool	92	92
texlive-latex-extra	89	89
subversion	89	89
libsdl2	89	89
emacs-app	87	87
fd	87	87
nano	86	86
py-pip	86	86
qemu	85	85
neofetch	85	85
gzip	85	85
bat	85	85
lzip	85	85
openssl3	84	84
tesseract-eng	84	84
py312-pip	84	84
mc	83	83
neovim	83	83
texinfo	82	82
py313-pip	80	80
texlive	80	80
boost	80	80
pstree	79	79
python310	79	79
zstd	79	79
nasm	79	79
uv	78	78
python314	78	78
tcl	77	77
youtube-dl	77	77
libxml2	76	76
