port	total_count	req_count
wget	434	434
git	346	346
ffmpeg	331	331
cmake	293	293
coreutils	275	275
htop	246	246
yt-dlp	245	245
nmap	241	241
bash	238	238
ImageMagick	234	234
curl	231	231
rsync	211	211
autoconf	208	208
automake	205	205
jq	204	204
go	186	186
tree	185	185
gawk	176	176
pkgconfig	174	174
inetutils	165	165
gnupg2	164	164
exiftool	163	163
tmux	158	158
grep	154	154
openssh	152	152
unrar	150	150
pandoc	149	149
gmake	148	148
gsed	145	145
xorg-server	138	138
p7zip	137	137
findutils	136	136
rlwrap	135	135
ripgrep	133	133
ninja	133	133
graphviz	127	127
ghostscript	127	127
gh	127	127
bash-completion	127	127
dos2unix	125	125
smartmontools	125	125
openssl	123	123
cargo	123	123
vim	121	121
rust	121	121
poppler	120	120
aspell-dict-en	118	118
glib2	113	113
bison	113	113
watch	113	113
meson	113	113
fzf	111	111
lynx	111	111
perl5	106	106
gnutar	106	106
emacs	104	104
sqlite3	104	104
python311	104	104
tk	103	103
iperf3	101	101
gnuplot	100	100
aspell	98	98
zsh	94	94
python312	93	93
python313	93	93
python314	93	93
mtr	89	89
port_cutleaves	88	88
subversion	87	87
libtool	87	87
libsdl2	86	86
cctools	86	86
texlive-latex-extra	86	86
neovim	85	85
uv	85	85
openssl3	85	85
nasm	84	84
fd	83	83
tesseract-eng	83	83
py-pip	83	83
emacs-app	83	83
bat	83	83
gzip	82	82
xz	81	81
tcl	81	81
lzip	81	81
texinfo	80	80
py312-pip	79	79
nano	79	79
texlive	79	79
neofetch	78	78
boost	78	78
readline	76	76
qemu	76	76
gmp	75	75
tesseract	75	75
libxml2	75	75
parallel	74	74
mc	74	74
py313-pip	73	73
