port	total_count	req_count
wget	433	433
git	344	344
ffmpeg	330	330
cmake	295	295
coreutils	274	274
htop	248	248
nmap	243	243
yt-dlp	243	243
bash	239	239
ImageMagick	234	234
curl	230	230
rsync	208	208
autoconf	207	207
jq	206	206
automake	205	205
go	188	188
tree	186	186
gawk	177	177
pkgconfig	171	171
inetutils	167	167
gnupg2	166	166
exiftool	160	160
tmux	157	157
grep	155	155
unrar	151	151
openssh	150	150
gmake	150	150
pandoc	148	148
gsed	146	146
xorg-server	140	140
p7zip	139	139
findutils	137	137
ninja	136	136
rlwrap	135	135
ripgrep	132	132
dos2unix	128	128
bash-completion	128	128
ghostscript	128	128
gh	127	127
graphviz	127	127
cargo	125	125
smartmontools	124	124
rust	124	124
vim	123	123
openssl	122	122
poppler	119	119
aspell-dict-en	116	116
meson	116	116
bison	115	115
watch	114	114
glib2	114	114
lynx	113	113
fzf	111	111
emacs	108	108
gnutar	107	107
python311	106	106
perl5	105	105
iperf3	105	105
tk	102	102
sqlite3	102	102
gnuplot	97	97
aspell	97	97
python312	96	96
python313	96	96
zsh	93	93
python314	90	90
subversion	90	90
mtr	90	90
port_cutleaves	88	88
emacs-app	88	88
libsdl2	87	87
libtool	86	86
uv	86	86
cctools	86	86
texlive-latex-extra	86	86
nasm	85	85
neovim	85	85
py-pip	84	84
gzip	84	84
bat	83	83
fd	83	83
tesseract-eng	83	83
lzip	83	83
openssl3	82	82
tcl	80	80
qemu	79	79
neofetch	79	79
nano	79	79
texinfo	79	79
texlive	79	79
xz	79	79
py312-pip	78	78
boost	77	77
tesseract	77	77
libxml2	76	76
gmp	76	76
readline	75	75
parallel	74	74
py313-pip	73	73
shellcheck	73	73
