port	total_count	req_count
wget	434	434
git	357	357
ffmpeg	322	322
cmake	299	299
coreutils	276	276
htop	253	253
yt-dlp	246	246
nmap	240	240
bash	239	239
ImageMagick	232	232
curl	229	229
autoconf	210	210
automake	207	207
rsync	207	207
jq	203	203
go	185	185
tree	182	182
pkgconfig	174	174
gawk	173	173
inetutils	167	167
tmux	165	165
gnupg2	164	164
exiftool	160	160
grep	153	153
openssh	152	152
unrar	151	151
gsed	150	150
pandoc	148	148
gmake	145	145
xorg-server	143	143
rlwrap	136	136
findutils	136	136
ripgrep	134	134
p7zip	134	134
ninja	131	131
bash-completion	130	130
graphviz	128	128
openssl	128	128
gh	128	128
vim	126	126
dos2unix	125	125
ghostscript	123	123
smartmontools	121	121
rust	120	120
cargo	120	120
aspell-dict-en	116	116
poppler	116	116
watch	114	114
glib2	114	114
bison	113	113
fzf	109	109
meson	108	108
lynx	106	106
python311	105	105
emacs	104	104
perl5	103	103
gnuplot	102	102
gnutar	102	102
iperf3	102	102
sqlite3	100	100
tk	100	100
python314	99	99
aspell	97	97
zsh	96	96
python312	95	95
python313	93	93
neovim	92	92
bat	90	90
port_cutleaves	90	90
mtr	89	89
subversion	89	89
libtool	89	89
fd	86	86
emacs-app	86	86
texlive-latex-extra	85	85
xz	85	85
uv	85	85
cctools	85	85
tesseract-eng	84	84
openssl3	84	84
nasm	82	82
libsdl2	82	82
neofetch	82	82
gzip	81	81
py312-pip	81	81
py-pip	81	81
nano	81	81
texinfo	80	80
texlive	79	79
lzip	79	79
qemu	79	79
tcl	78	78
mc	78	78
boost	77	77
py314-pip	76	76
readline	75	75
tesseract	74	74
libxml2	73	73
7zip	73	73
gmp	73	73
