port	total_count	req_count
wget	427	427
git	351	351
ffmpeg	323	323
cmake	300	300
coreutils	276	276
htop	254	254
yt-dlp	243	243
bash	238	238
nmap	237	237
ImageMagick	231	231
curl	231	231
autoconf	212	212
automake	209	209
rsync	206	206
jq	202	202
go	184	184
tree	183	183
pkgconfig	182	182
gawk	176	176
tmux	169	169
gnupg2	165	165
inetutils	165	165
openssh	161	161
exiftool	159	159
grep	152	152
unrar	152	152
gsed	148	148
pandoc	146	146
xorg-server	144	144
gmake	143	143
p7zip	135	135
ripgrep	133	133
findutils	133	133
rlwrap	133	133
ninja	132	132
openssl	131	131
vim	131	131
graphviz	129	129
smartmontools	126	126
bash-completion	125	125
gh	124	124
ghostscript	123	123
cargo	121	121
dos2unix	119	119
poppler	118	118
rust	117	117
watch	114	114
aspell-dict-en	113	113
bison	113	113
glib2	111	111
lynx	109	109
fzf	107	107
perl5	104	104
python311	104	104
meson	103	103
tk	102	102
gnutar	102	102
iperf3	102	102
gnuplot	102	102
python314	101	101
emacs	101	101
sqlite3	101	101
zsh	100	100
python312	97	97
aspell	94	94
python313	93	93
libtool	93	93
mtr	92	92
subversion	89	89
port_cutleaves	89	89
neovim	89	89
openssl3	89	89
cctools	89	89
bat	88	88
fd	87	87
neofetch	87	87
libsdl2	86	86
nasm	86	86
uv	85	85
emacs-app	85	85
nano	84	84
xz	84	84
tesseract-eng	83	83
py-pip	82	82
texinfo	81	81
tcl	81	81
gzip	80	80
texlive-latex-extra	79	79
mc	79	79
lzip	78	78
libxml2	77	77
ncurses	77	77
boost	77	77
py312-pip	76	76
gmp	76	76
texlive	76	76
readline	76	76
7zip	75	75
zstd	74	74
ccache	73	73
