port	total_count	req_count
wget	423	423
git	355	355
ffmpeg	322	322
cmake	301	301
coreutils	278	278
htop	253	253
yt-dlp	242	242
bash	238	238
nmap	237	237
ImageMagick	230	230
curl	229	229
autoconf	209	209
automake	207	207
rsync	206	206
jq	198	198
go	184	184
tree	180	180
pkgconfig	180	180
gawk	177	177
gnupg2	165	165
inetutils	165	165
tmux	162	162
exiftool	156	156
openssh	155	155
grep	153	153
unrar	153	153
gsed	149	149
pandoc	146	146
xorg-server	143	143
gmake	141	141
ripgrep	133	133
p7zip	133	133
findutils	132	132
rlwrap	132	132
ninja	132	132
openssl	132	132
graphviz	130	130
vim	128	128
bash-completion	126	126
gh	124	124
smartmontools	124	124
ghostscript	124	124
dos2unix	121	121
poppler	119	119
cargo	119	119
rust	115	115
aspell-dict-en	114	114
watch	112	112
bison	112	112
glib2	109	109
lynx	107	107
fzf	105	105
perl5	104	104
meson	104	104
python311	103	103
gnutar	102	102
emacs	101	101
iperf3	101	101
gnuplot	101	101
tk	100	100
sqlite3	100	100
zsh	97	97
aspell	95	95
python314	95	95
python312	95	95
python313	92	92
libtool	91	91
neovim	91	91
mtr	91	91
port_cutleaves	90	90
bat	88	88
cctools	88	88
subversion	88	88
nasm	87	87
fd	86	86
neofetch	86	86
emacs-app	86	86
openssl3	86	86
xz	85	85
uv	85	85
libsdl2	83	83
tesseract-eng	83	83
nano	83	83
texlive-latex-extra	81	81
gzip	81	81
tcl	81	81
texinfo	80	80
py-pip	80	80
lzip	78	78
boost	77	77
readline	76	76
py312-pip	76	76
gmp	76	76
qemu	76	76
libxml2	75	75
mc	75	75
tesseract	75	75
7zip	75	75
ncurses	74	74
ccache	74	74
