port	total_count	req_count
wget	440	440
git	364	364
ffmpeg	349	349
cmake	294	294
coreutils	281	281
ImageMagick	256	256
htop	252	252
nmap	249	249
yt-dlp	244	244
bash	242	242
curl	227	227
jq	213	213
rsync	205	205
autoconf	201	201
automake	199	199
gawk	185	185
tree	181	181
go	176	176
pkgconfig	172	172
unrar	172	172
tmux	164	164
inetutils	163	163
gnupg2	160	160
grep	157	157
openssh	155	155
pandoc	154	154
exiftool	153	153
gsed	152	152
p7zip	146	146
xorg-server	141	141
findutils	140	140
gmake	140	140
rlwrap	139	139
dos2unix	136	136
graphviz	129	129
bash-completion	127	127
cargo	125	125
vim	125	125
ghostscript	124	124
openssl	121	121
ripgrep	119	119
gh	117	117
ninja	117	117
smartmontools	116	116
aspell-dict-en	116	116
rust	112	112
glib2	111	111
lynx	111	111
emacs	110	110
poppler	110	110
bison	109	109
perl5	107	107
gnutar	107	107
gnuplot	104	104
iperf3	104	104
sqlite3-tcl	103	103
watch	103	103
fzf	102	102
python312	102	102
python311	102	102
python313	100	100
aspell	99	99
texlive	99	99
zsh	99	99
mc	91	91
tk	91	91
cctools	91	91
meson	90	90
subversion	90	90
emacs-app	89	89
sqlite3	89	89
py-pip	89	89
port_cutleaves	88	88
texlive-latex-extra	88	88
libtool	86	86
mtr	86	86
youtube-dl	85	85
py313-pip	85	85
py312-pip	85	85
gzip	83	83
qemu	83	83
OpenBLAS	82	82
nano	81	81
texinfo	81	81
fd	81	81
neofetch	80	80
nasm	80	80
libsdl2	80	80
lzip	79	79
tesseract-eng	78	78
pstree	77	77
neovim	77	77
ccache	77	77
bat	76	76
python310	76	76
py311-pip	75	75
boost	75	75
openssl3	75	75
texlive-fonts-extra	74	74
pwgen	74	74
