port	total_count	req_count
wget	453	453
git	354	354
ffmpeg	337	337
cmake	301	301
coreutils	284	284
ImageMagick	259	259
nmap	253	253
bash	252	252
htop	248	248
yt-dlp	235	235
curl	230	230
automake	216	216
autoconf	216	216
jq	213	213
rsync	209	209
gawk	186	186
tree	183	183
pkgconfig	181	181
go	181	181
gnupg2	170	170
inetutils	167	167
unrar	164	164
tmux	161	161
exiftool	161	161
grep	161	161
openssh	156	156
gsed	156	156
pandoc	155	155
gmake	152	152
findutils	147	147
p7zip	145	145
dos2unix	141	141
xorg-server	140	140
rlwrap	137	137
vim	131	131
ripgrep	131	131
openssl	130	130
bash-completion	128	128
ninja	128	128
gh	123	123
graphviz	123	123
cargo	122	122
ghostscript	121	121
smartmontools	119	119
aspell-dict-en	117	117
gnutar	116	116
bison	116	116
lynx	115	115
perl5	113	113
rust	113	113
iperf3	109	109
poppler	108	108
python313	108	108
watch	108	108
glib2	106	106
python311	105	105
fzf	105	105
sqlite3-tcl	105	105
emacs	105	105
meson	104	104
python312	103	103
gnuplot	102	102
sqlite3	98	98
aspell	97	97
zsh	97	97
mtr	96	96
port_cutleaves	95	95
tk	95	95
subversion	93	93
py-pip	92	92
emacs-app	91	91
fd	90	90
libtool	90	90
py312-pip	89	89
mc	89	89
texlive	89	89
cctools	88	88
neofetch	86	86
neovim	86	86
bat	86	86
gzip	86	86
nano	85	85
texlive-latex-extra	84	84
tesseract-eng	82	82
py313-pip	82	82
texinfo	82	82
qemu	82	82
lzip	81	81
libsdl2	80	80
pstree	79	79
youtube-dl	79	79
nasm	79	79
boost	78	78
tcl	77	77
openssl3	77	77
python310	77	77
xz	77	77
7zip	75	75
uv	75	75
gcc14	74	74
