port	total_count	req_count
wget	451	451
git	354	354
ffmpeg	339	339
cmake	300	300
coreutils	286	286
ImageMagick	262	262
nmap	253	253
bash	253	253
htop	252	252
yt-dlp	236	236
curl	233	233
autoconf	216	216
automake	214	214
jq	214	214
rsync	211	211
gawk	185	185
tree	183	183
pkgconfig	180	180
go	180	180
gnupg2	169	169
inetutils	166	166
unrar	163	163
exiftool	163	163
tmux	160	160
grep	159	159
pandoc	157	157
openssh	156	156
gsed	155	155
gmake	153	153
findutils	147	147
p7zip	144	144
dos2unix	140	140
xorg-server	137	137
rlwrap	135	135
ripgrep	135	135
vim	132	132
bash-completion	129	129
gh	128	128
ninja	125	125
graphviz	123	123
openssl	123	123
ghostscript	121	121
smartmontools	121	121
cargo	120	120
lynx	118	118
gnutar	116	116
aspell-dict-en	114	114
perl5	113	113
bison	113	113
rust	112	112
poppler	109	109
watch	108	108
glib2	108	108
emacs	107	107
python311	104	104
fzf	104	104
sqlite3-tcl	104	104
iperf3	104	104
python312	103	103
meson	102	102
gnuplot	101	101
python313	101	101
sqlite3	96	96
port_cutleaves	95	95
mtr	95	95
neofetch	95	95
zsh	95	95
aspell	94	94
tk	94	94
py-pip	93	93
emacs-app	92	92
cctools	90	90
fd	90	90
subversion	89	89
texlive	89	89
py312-pip	88	88
gzip	87	87
libtool	87	87
mc	86	86
nano	86	86
bat	86	86
neovim	85	85
texlive-latex-extra	84	84
tesseract-eng	84	84
texinfo	83	83
py313-pip	83	83
qemu	81	81
lzip	80	80
libsdl2	79	79
youtube-dl	79	79
nasm	78	78
boost	78	78
xz	78	78
uv	76	76
openssl3	76	76
pstree	76	76
python310	76	76
OpenBLAS	75	75
7zip	75	75
gettext	74	74
