port	total_count	req_count
wget	434	434
git	341	341
ffmpeg	331	331
cmake	291	291
coreutils	284	284
htop	246	246
nmap	244	244
ImageMagick	244	244
bash	242	242
yt-dlp	242	242
curl	232	232
rsync	210	210
autoconf	207	207
jq	206	206
automake	205	205
tree	190	190
gawk	186	186
go	184	184
pkgconfig	171	171
gnupg2	170	170
inetutils	167	167
exiftool	165	165
grep	163	163
unrar	159	159
tmux	157	157
gmake	152	152
pandoc	152	152
gsed	150	150
openssh	148	148
findutils	145	145
p7zip	139	139
rlwrap	135	135
ripgrep	135	135
dos2unix	135	135
xorg-server	135	135
ninja	131	131
bash-completion	131	131
smartmontools	129	129
graphviz	127	127
gh	127	127
vim	125	125
ghostscript	124	124
cargo	123	123
rust	122	122
aspell-dict-en	118	118
openssl	117	117
lynx	117	117
glib2	115	115
watch	115	115
poppler	114	114
bison	113	113
fzf	111	111
meson	110	110
perl5	110	110
emacs	110	110
gnutar	109	109
iperf3	106	106
python311	104	104
sqlite3	100	100
python313	100	100
aspell	97	97
gnuplot	97	97
tk	96	96
zsh	95	95
python312	94	94
mtr	91	91
port_cutleaves	90	90
gzip	89	89
texlive-latex-extra	89	89
subversion	88	88
cctools	87	87
nasm	87	87
python314	87	87
emacs-app	87	87
uv	87	87
libsdl2	86	86
neovim	85	85
fd	85	85
libtool	85	85
openssl3	84	84
lzip	84	84
nano	84	84
tesseract-eng	83	83
qemu	82	82
bat	81	81
py-pip	81	81
texinfo	80	80
neofetch	80	80
tcl	80	80
texlive	79	79
boost	78	78
util-linux	78	78
xz	78	78
gmp	77	77
shellcheck	76	76
mc	76	76
pv	76	76
py312-pip	76	76
libxml2	75	75
readline	75	75
