port	total_count	req_count
wget	431	431
git	353	353
ffmpeg	329	329
cmake	294	294
coreutils	284	284
htop	247	247
ImageMagick	243	243
nmap	242	242
bash	242	242
yt-dlp	236	236
curl	225	225
autoconf	210	210
rsync	208	208
automake	208	208
jq	204	204
gawk	185	185
go	185	185
tree	182	182
gnupg2	173	173
pkgconfig	171	171
inetutils	165	165
grep	161	161
tmux	161	161
unrar	161	161
pandoc	157	157
gmake	156	156
gsed	156	156
exiftool	155	155
openssh	155	155
xorg-server	146	146
findutils	143	143
p7zip	142	142
dos2unix	139	139
rlwrap	136	136
bash-completion	133	133
ripgrep	130	130
ninja	130	130
ghostscript	129	129
vim	128	128
graphviz	127	127
smartmontools	127	127
openssl	123	123
cargo	122	122
aspell-dict-en	121	121
gh	120	120
lynx	118	118
rust	116	116
poppler	116	116
bison	114	114
iperf3	112	112
glib2	112	112
fzf	111	111
watch	110	110
gnutar	110	110
perl5	109	109
emacs	109	109
meson	107	107
python311	106	106
sqlite3	101	101
aspell	100	100
tk	99	99
python313	98	98
gnuplot	98	98
python312	97	97
zsh	94	94
port_cutleaves	93	93
mtr	92	92
cctools	91	91
subversion	91	91
nano	90	90
emacs-app	90	90
libtool	89	89
lzip	87	87
py-pip	87	87
tesseract-eng	86	86
libsdl2	86	86
gzip	86	86
python314	85	85
fd	85	85
neovim	85	85
texlive-latex-extra	84	84
mc	84	84
uv	83	83
qemu	83	83
bat	83	83
tcl	82	82
util-linux	81	81
nasm	81	81
neofetch	81	81
zstd	80	80
py312-pip	79	79
xz	79	79
boost	79	79
texinfo	79	79
texlive	78	78
openssl3	77	77
youtube-dl	77	77
libxml2	77	77
doxygen	76	76
pstree	75	75
