port	total_count	req_count
wget	434	434
git	342	342
ffmpeg	341	341
cmake	286	286
coreutils	283	283
ImageMagick	249	249
nmap	247	247
bash	247	247
htop	243	243
yt-dlp	239	239
curl	221	221
automake	211	211
autoconf	209	209
jq	206	206
rsync	204	204
gawk	186	186
go	178	178
tree	177	177
pkgconfig	173	173
inetutils	169	169
gnupg2	164	164
unrar	162	162
exiftool	158	158
grep	157	157
tmux	155	155
gsed	153	153
openssh	152	152
pandoc	150	150
gmake	148	148
findutils	146	146
xorg-server	141	141
p7zip	138	138
dos2unix	137	137
bash-completion	136	136
rlwrap	136	136
vim	133	133
ripgrep	131	131
smartmontools	128	128
graphviz	125	125
ghostscript	123	123
openssl	122	122
bison	119	119
gh	119	119
ninja	119	119
poppler	115	115
cargo	113	113
aspell-dict-en	113	113
glib2	112	112
iperf3	111	111
gnutar	110	110
emacs	108	108
rust	108	108
lynx	108	108
watch	108	108
fzf	106	106
python311	106	106
python313	106	106
sqlite3-tcl	105	105
perl5	105	105
python312	102	102
gnuplot	101	101
meson	100	100
sqlite3	98	98
tk	98	98
port_cutleaves	95	95
aspell	94	94
mtr	92	92
emacs-app	91	91
zsh	91	91
cctools	91	91
py-pip	88	88
libtool	88	88
texlive-latex-extra	88	88
subversion	87	87
fd	85	85
neofetch	85	85
tesseract-eng	85	85
gzip	84	84
openssl3	83	83
mc	83	83
libsdl2	83	83
bat	83	83
py312-pip	82	82
boost	82	82
lzip	82	82
qemu	82	82
texlive	81	81
nano	80	80
texinfo	80	80
neovim	80	80
libxml2	79	79
py313-pip	78	78
python310	76	76
xz	76	76
tcl	76	76
nasm	76	76
youtube-dl	75	75
uv	75	75
zstd	75	75
util-linux	75	75
