port	total_count	req_count
wget	437	437
git	349	349
ffmpeg	339	339
cmake	304	304
coreutils	280	280
ImageMagick	251	251
htop	250	250
bash	248	248
nmap	245	245
yt-dlp	242	242
curl	229	229
autoconf	212	212
jq	210	210
automake	209	209
rsync	199	199
gawk	191	191
go	184	184
tree	182	182
inetutils	176	176
gnupg2	169	169
pkgconfig	168	168
unrar	164	164
tmux	161	161
grep	157	157
exiftool	156	156
gsed	155	155
pandoc	155	155
gmake	152	152
openssh	152	152
xorg-server	148	148
findutils	144	144
p7zip	143	143
dos2unix	140	140
rlwrap	140	140
bash-completion	137	137
ripgrep	133	133
vim	133	133
smartmontools	128	128
ninja	127	127
ghostscript	125	125
graphviz	124	124
gh	120	120
openssl	119	119
aspell-dict-en	118	118
cargo	118	118
poppler	117	117
bison	115	115
lynx	114	114
rust	114	114
glib2	113	113
watch	113	113
fzf	112	112
iperf3	112	112
gnutar	109	109
emacs	109	109
perl5	106	106
sqlite3-tcl	106	106
meson	106	106
python311	105	105
gnuplot	103	103
python313	102	102
python312	99	99
tk	98	98
aspell	98	98
zsh	94	94
port_cutleaves	94	94
sqlite3	94	94
cctools	94	94
mtr	93	93
subversion	91	91
texlive-latex-extra	89	89
emacs-app	88	88
libtool	88	88
nano	88	88
mc	87	87
py-pip	87	87
fd	86	86
libsdl2	85	85
gzip	84	84
neovim	84	84
bat	84	84
qemu	84	84
py312-pip	83	83
tesseract-eng	83	83
lzip	83	83
pstree	82	82
boost	82	82
neofetch	81	81
openssl3	81	81
python314	80	80
nasm	80	80
uv	80	80
texlive	79	79
youtube-dl	79	79
OpenBLAS	78	78
py313-pip	78	78
tcl	78	78
texinfo	78	78
doxygen	77	77
util-linux	76	76
