port	total_count	req_count
wget	428	428
git	349	349
ffmpeg	331	331
cmake	292	292
coreutils	286	286
htop	248	248
ImageMagick	244	244
nmap	240	240
bash	239	239
yt-dlp	238	238
curl	228	228
automake	211	211
autoconf	211	211
rsync	205	205
jq	204	204
gawk	186	186
tree	182	182
go	180	180
pkgconfig	177	177
gnupg2	171	171
grep	162	162
unrar	159	159
inetutils	159	159
tmux	158	158
exiftool	155	155
gsed	155	155
gmake	154	154
pandoc	153	153
openssh	150	150
findutils	143	143
p7zip	140	140
xorg-server	139	139
rlwrap	137	137
dos2unix	136	136
bash-completion	132	132
ninja	130	130
graphviz	128	128
ripgrep	128	128
smartmontools	127	127
vim	126	126
ghostscript	126	126
gh	122	122
openssl	122	122
aspell-dict-en	121	121
cargo	120	120
lynx	119	119
glib2	117	117
poppler	116	116
rust	114	114
bison	114	114
watch	112	112
emacs	110	110
perl5	110	110
iperf3	109	109
gnutar	109	109
python311	108	108
fzf	108	108
meson	107	107
sqlite3	103	103
aspell	100	100
python313	98	98
tk	97	97
gnuplot	96	96
python312	95	95
zsh	93	93
mtr	92	92
libtool	91	91
cctools	90	90
subversion	90	90
nano	90	90
emacs-app	88	88
tesseract-eng	87	87
port_cutleaves	87	87
lzip	87	87
libsdl2	86	86
neovim	85	85
fd	85	85
gzip	85	85
texlive-latex-extra	84	84
py-pip	84	84
python314	84	84
qemu	84	84
bat	83	83
uv	83	83
nasm	83	83
mc	82	82
xz	82	82
zstd	81	81
tcl	81	81
neofetch	81	81
util-linux	80	80
boost	79	79
texlive	79	79
texinfo	79	79
openssl3	78	78
pstree	77	77
py312-pip	77	77
pv	77	77
gmp	77	77
readline	76	76
