port	total_count	req_count
wget	428	428
git	343	343
ffmpeg	328	328
cmake	290	290
coreutils	284	284
nmap	245	245
ImageMagick	244	244
htop	244	244
bash	240	240
yt-dlp	240	240
curl	227	227
rsync	210	210
jq	207	207
autoconf	206	206
automake	205	205
tree	188	188
gawk	184	184
go	183	183
pkgconfig	173	173
gnupg2	169	169
inetutils	167	167
exiftool	162	162
grep	162	162
unrar	159	159
tmux	155	155
pandoc	153	153
openssh	151	151
gmake	150	150
gsed	148	148
findutils	144	144
p7zip	137	137
xorg-server	137	137
ripgrep	136	136
rlwrap	135	135
dos2unix	134	134
bash-completion	132	132
ninja	129	129
vim	128	128
smartmontools	127	127
graphviz	127	127
gh	126	126
ghostscript	123	123
cargo	122	122
rust	119	119
lynx	118	118
aspell-dict-en	117	117
glib2	114	114
openssl	114	114
poppler	114	114
watch	113	113
emacs	112	112
bison	110	110
perl5	109	109
fzf	109	109
meson	108	108
iperf3	106	106
gnutar	106	106
python311	103	103
python313	99	99
sqlite3	98	98
gnuplot	98	98
zsh	96	96
aspell	96	96
tk	95	95
python312	92	92
emacs-app	90	90
mtr	90	90
port_cutleaves	90	90
subversion	88	88
cctools	88	88
python314	88	88
texlive-latex-extra	87	87
gzip	87	87
fd	86	86
neovim	85	85
nasm	85	85
lzip	84	84
nano	84	84
tesseract-eng	84	84
libtool	83	83
uv	83	83
libsdl2	83	83
bat	83	83
py-pip	82	82
qemu	82	82
openssl3	81	81
neofetch	81	81
texlive	80	80
tcl	78	78
boost	78	78
mc	77	77
xz	77	77
pv	77	77
util-linux	77	77
texinfo	77	77
shellcheck	76	76
pstree	75	75
py312-pip	75	75
youtube-dl	75	75
gmp	74	74
