port	total_count	req_count
wget	446	446
git	349	349
ffmpeg	340	340
cmake	296	296
coreutils	288	288
ImageMagick	262	262
htop	250	250
nmap	249	249
bash	249	249
yt-dlp	238	238
curl	228	228
autoconf	215	215
automake	214	214
jq	212	212
rsync	211	211
gawk	185	185
tree	183	183
go	180	180
pkgconfig	175	175
gnupg2	171	171
exiftool	166	166
unrar	163	163
inetutils	161	161
grep	160	160
tmux	159	159
pandoc	159	159
gsed	155	155
openssh	154	154
gmake	151	151
findutils	148	148
p7zip	146	146
xorg-server	141	141
dos2unix	138	138
bash-completion	135	135
ripgrep	134	134
vim	134	134
rlwrap	133	133
ninja	127	127
ghostscript	127	127
gh	127	127
graphviz	127	127
smartmontools	124	124
openssl	120	120
cargo	120	120
aspell-dict-en	118	118
lynx	116	116
bison	114	114
gnutar	113	113
rust	112	112
perl5	110	110
poppler	110	110
glib2	109	109
emacs	109	109
watch	109	109
sqlite3-tcl	107	107
meson	107	107
python313	106	106
fzf	105	105
python311	105	105
iperf3	105	105
python312	104	104
sqlite3	100	100
gnuplot	99	99
aspell	99	99
port_cutleaves	96	96
tk	96	96
neofetch	96	96
zsh	95	95
mtr	94	94
py-pip	93	93
fd	90	90
cctools	89	89
gzip	89	89
emacs-app	89	89
subversion	88	88
texlive	88	88
texlive-latex-extra	87	87
py312-pip	87	87
libtool	86	86
bat	86	86
nano	85	85
tesseract-eng	84	84
py313-pip	82	82
lzip	82	82
mc	81	81
neovim	81	81
boost	80	80
libsdl2	80	80
texinfo	79	79
xz	79	79
qemu	78	78
youtube-dl	78	78
openssl3	78	78
python310	78	78
libxml2	77	77
nasm	77	77
uv	76	76
OpenBLAS	76	76
pstree	75	75
pv	75	75
