port	total_count	req_count
wget	448	448
git	362	362
ffmpeg	348	348
cmake	304	304
coreutils	291	291
htop	254	254
ImageMagick	254	254
bash	253	253
nmap	241	241
yt-dlp	240	240
curl	229	229
jq	215	215
automake	213	213
rsync	211	211
autoconf	210	210
gawk	192	192
tree	187	187
go	182	182
pkgconfig	177	177
unrar	171	171
inetutils	168	168
gnupg2	168	168
exiftool	158	158
tmux	157	157
gsed	157	157
grep	157	157
openssh	156	156
gmake	149	149
pandoc	148	148
findutils	147	147
rlwrap	146	146
xorg-server	145	145
dos2unix	143	143
p7zip	139	139
ripgrep	133	133
bash-completion	131	131
vim	129	129
ninja	128	128
openssl	126	126
ghostscript	125	125
graphviz	123	123
gh	123	123
cargo	121	121
aspell-dict-en	120	120
smartmontools	117	117
rust	115	115
emacs	113	113
lynx	113	113
bison	113	113
gnutar	112	112
sqlite3-tcl	112	112
gnuplot	111	111
poppler	110	110
iperf3	108	108
python313	108	108
perl5	108	108
fzf	106	106
glib2	106	106
python311	104	104
python312	104	104
meson	103	103
watch	102	102
aspell	99	99
port_cutleaves	98	98
zsh	98	98
sqlite3	97	97
tk	96	96
subversion	95	95
emacs-app	95	95
py-pip	94	94
mtr	93	93
py312-pip	91	91
texlive	91	91
mc	89	89
libtool	88	88
cctools	88	88
gzip	88	88
neofetch	86	86
py313-pip	86	86
fd	85	85
texlive-latex-extra	85	85
bat	83	83
texinfo	83	83
OpenBLAS	83	83
lzip	82	82
openssl3	82	82
qemu	82	82
libsdl2	81	81
tesseract-eng	81	81
nano	81	81
neovim	80	80
youtube-dl	79	79
nasm	79	79
python310	79	79
tcl	77	77
pstree	77	77
7zip	76	76
boost	76	76
xz	75	75
gcc14	75	75
