port	total_count	req_count
wget	432	432
git	346	346
ffmpeg	330	330
cmake	293	293
coreutils	274	274
htop	245	245
yt-dlp	245	245
nmap	242	242
bash	237	237
ImageMagick	232	232
curl	231	231
rsync	210	210
autoconf	209	209
automake	205	205
jq	204	204
go	186	186
tree	185	185
pkgconfig	175	175
gawk	175	175
inetutils	165	165
gnupg2	163	163
exiftool	163	163
tmux	158	158
grep	154	154
openssh	153	153
pandoc	150	150
unrar	150	150
gmake	148	148
gsed	145	145
xorg-server	138	138
p7zip	136	136
findutils	136	136
rlwrap	135	135
ripgrep	133	133
ninja	132	132
graphviz	128	128
bash-completion	127	127
ghostscript	127	127
gh	126	126
smartmontools	126	126
dos2unix	126	126
openssl	125	125
cargo	124	124
vim	122	122
rust	121	121
poppler	120	120
aspell-dict-en	116	116
watch	113	113
meson	113	113
bison	113	113
glib2	112	112
fzf	111	111
lynx	111	111
perl5	107	107
sqlite3	105	105
gnutar	105	105
python311	103	103
tk	103	103
emacs	102	102
iperf3	101	101
gnuplot	100	100
aspell	97	97
python313	94	94
zsh	94	94
python312	94	94
python314	93	93
mtr	90	90
port_cutleaves	88	88
cctools	87	87
libtool	87	87
subversion	87	87
libsdl2	86	86
openssl3	85	85
neovim	85	85
uv	85	85
py-pip	84	84
bat	84	84
texlive-latex-extra	84	84
nasm	84	84
emacs-app	83	83
fd	83	83
xz	82	82
lzip	82	82
tcl	82	82
tesseract-eng	81	81
gzip	81	81
texinfo	80	80
nano	79	79
py312-pip	79	79
neofetch	78	78
readline	77	77
texlive	77	77
libxml2	76	76
qemu	76	76
gmp	76	76
boost	76	76
tesseract	75	75
parallel	75	75
mc	74	74
py313-pip	73	73
