port	total_count	req_count
wget	427	427
git	348	348
ffmpeg	323	323
cmake	292	292
coreutils	273	273
yt-dlp	242	242
htop	242	242
bash	236	236
nmap	235	235
ImageMagick	231	231
curl	227	227
rsync	211	211
autoconf	206	206
automake	203	203
jq	200	200
go	182	182
tree	182	182
gawk	175	175
pkgconfig	171	171
inetutils	163	163
gnupg2	162	162
exiftool	161	161
tmux	158	158
pandoc	150	150
openssh	148	148
grep	148	148
unrar	148	148
gmake	146	146
xorg-server	142	142
gsed	142	142
rlwrap	137	137
findutils	135	135
p7zip	135	135
ripgrep	134	134
ninja	130	130
ghostscript	126	126
gh	126	126
graphviz	124	124
openssl	124	124
dos2unix	123	123
vim	123	123
bash-completion	123	123
smartmontools	122	122
rust	120	120
cargo	120	120
aspell-dict-en	117	117
poppler	115	115
watch	112	112
bison	112	112
fzf	110	110
meson	109	109
lynx	108	108
glib2	108	108
perl5	104	104
python311	104	104
sqlite3	102	102
gnutar	102	102
iperf3	102	102
gnuplot	101	101
tk	99	99
emacs	99	99
aspell	98	98
python314	94	94
zsh	94	94
python313	92	92
python312	92	92
subversion	89	89
port_cutleaves	87	87
mtr	87	87
libtool	86	86
bat	85	85
uv	85	85
fd	84	84
neovim	84	84
texlive-latex-extra	84	84
openssl3	83	83
emacs-app	83	83
py-pip	83	83
xz	82	82
tesseract-eng	82	82
libsdl2	82	82
cctools	82	82
nasm	81	81
texlive	80	80
neofetch	80	80
py312-pip	80	80
gzip	80	80
tcl	79	79
texinfo	79	79
lzip	79	79
nano	78	78
boost	77	77
qemu	77	77
readline	75	75
tesseract	74	74
py313-pip	74	74
mc	74	74
libxml2	74	74
gmp	73	73
py314-pip	73	73
