port	total_count	req_count
wget	429	429
git	352	352
ffmpeg	329	329
cmake	293	293
coreutils	283	283
htop	249	249
ImageMagick	242	242
bash	241	241
nmap	241	241
yt-dlp	237	237
curl	225	225
autoconf	210	210
automake	208	208
rsync	206	206
jq	204	204
go	185	185
gawk	183	183
tree	182	182
pkgconfig	172	172
gnupg2	172	172
inetutils	165	165
unrar	160	160
tmux	160	160
grep	159	159
gmake	156	156
gsed	155	155
openssh	155	155
exiftool	155	155
pandoc	154	154
xorg-server	144	144
findutils	143	143
p7zip	141	141
dos2unix	139	139
rlwrap	135	135
bash-completion	133	133
ripgrep	130	130
ninja	129	129
ghostscript	128	128
vim	128	128
graphviz	127	127
smartmontools	126	126
openssl	123	123
cargo	122	122
aspell-dict-en	121	121
gh	120	120
lynx	119	119
rust	116	116
poppler	114	114
iperf3	113	113
glib2	113	113
bison	113	113
fzf	110	110
watch	109	109
emacs	109	109
perl5	109	109
gnutar	109	109
meson	107	107
python311	106	106
aspell	100	100
sqlite3	99	99
tk	99	99
python313	98	98
gnuplot	97	97
python312	96	96
zsh	94	94
mtr	92	92
port_cutleaves	92	92
subversion	91	91
nano	90	90
cctools	90	90
emacs-app	90	90
libtool	89	89
libsdl2	87	87
tesseract-eng	86	86
gzip	86	86
lzip	86	86
neovim	85	85
fd	85	85
python314	85	85
mc	85	85
py-pip	84	84
uv	83	83
qemu	83	83
bat	83	83
texlive-latex-extra	83	83
neofetch	82	82
tcl	82	82
nasm	81	81
xz	80	80
util-linux	80	80
boost	80	80
zstd	80	80
py312-pip	80	80
texinfo	78	78
texlive	78	78
youtube-dl	78	78
openssl3	77	77
libxml2	76	76
doxygen	75	75
pstree	75	75
