port	total_count	req_count
wget	439	439
git	363	363
ffmpeg	350	350
cmake	303	303
coreutils	292	292
htop	254	254
nmap	247	247
ImageMagick	247	247
bash	244	244
yt-dlp	234	234
curl	229	229
jq	215	215
automake	210	210
rsync	209	209
autoconf	208	208
gawk	191	191
tree	185	185
pkgconfig	176	176
go	176	176
gnupg2	168	168
unrar	167	167
tmux	164	164
inetutils	162	162
exiftool	160	160
grep	159	159
gsed	157	157
openssh	154	154
pandoc	147	147
findutils	146	146
xorg-server	145	145
gmake	145	145
rlwrap	142	142
p7zip	140	140
dos2unix	139	139
vim	132	132
ripgrep	132	132
bash-completion	129	129
ninja	126	126
graphviz	124	124
openssl	124	124
ghostscript	124	124
cargo	124	124
gh	123	123
smartmontools	119	119
aspell-dict-en	118	118
rust	118	118
lynx	115	115
emacs	110	110
glib2	109	109
python312	109	109
gnutar	108	108
bison	108	108
iperf3	107	107
perl5	107	107
sqlite3-tcl	107	107
watch	106	106
python311	105	105
python313	105	105
poppler	105	105
gnuplot	104	104
fzf	104	104
port_cutleaves	102	102
zsh	100	100
meson	98	98
sqlite3	98	98
py-pip	97	97
aspell	96	96
tk	95	95
emacs-app	94	94
subversion	93	93
cctools	92	92
mtr	92	92
libtool	91	91
py312-pip	91	91
texlive	90	90
gzip	89	89
py313-pip	87	87
neofetch	86	86
fd	83	83
mc	83	83
qemu	83	83
texlive-latex-extra	82	82
OpenBLAS	82	82
youtube-dl	82	82
lzip	81	81
libsdl2	81	81
tesseract-eng	80	80
bat	80	80
neovim	79	79
nano	79	79
openssl3	78	78
texinfo	78	78
xz	77	77
pstree	77	77
python39	77	77
pwgen	77	77
nasm	76	76
boost	76	76
tcl	75	75
docker	75	75
