port	total_count	req_count
wget	434	434
git	350	350
ffmpeg	330	330
cmake	294	294
coreutils	287	287
htop	249	249
nmap	245	245
ImageMagick	244	244
bash	244	244
yt-dlp	239	239
curl	225	225
autoconf	207	207
rsync	206	206
automake	203	203
jq	203	203
gawk	185	185
go	183	183
tree	180	180
gnupg2	171	171
pkgconfig	168	168
inetutils	168	168
tmux	161	161
unrar	160	160
grep	158	158
exiftool	157	157
gsed	155	155
gmake	153	153
openssh	153	153
pandoc	153	153
xorg-server	147	147
findutils	145	145
p7zip	141	141
dos2unix	138	138
rlwrap	138	138
bash-completion	132	132
vim	129	129
ripgrep	129	129
smartmontools	127	127
ninja	124	124
ghostscript	124	124
graphviz	124	124
openssl	121	121
cargo	119	119
gh	119	119
aspell-dict-en	118	118
rust	114	114
poppler	114	114
bison	113	113
watch	113	113
lynx	113	113
fzf	112	112
iperf3	112	112
gnutar	109	109
glib2	109	109
emacs	108	108
perl5	108	108
meson	102	102
python311	101	101
gnuplot	100	100
tk	99	99
aspell	97	97
sqlite3	97	97
python312	96	96
python313	96	96
port_cutleaves	94	94
mtr	93	93
zsh	93	93
nano	91	91
subversion	90	90
cctools	90	90
emacs-app	87	87
texlive-latex-extra	87	87
libtool	86	86
py-pip	86	86
qemu	85	85
gzip	85	85
mc	85	85
tesseract-eng	84	84
lzip	84	84
neovim	84	84
python314	83	83
libsdl2	83	83
bat	83	83
uv	82	82
tcl	82	82
neofetch	82	82
fd	82	82
py312-pip	82	82
boost	80	80
texlive	80	80
util-linux	79	79
texinfo	79	79
nasm	78	78
pstree	77	77
zstd	77	77
youtube-dl	76	76
openssl3	76	76
xz	76	76
pv	75	75
OpenBLAS	74	74
