port	total_count	req_count
wget	439	439
git	357	357
ffmpeg	349	349
cmake	291	291
coreutils	280	280
ImageMagick	251	251
htop	251	251
nmap	250	250
yt-dlp	245	245
bash	241	241
curl	224	224
jq	212	212
rsync	200	200
autoconf	196	196
automake	194	194
tree	184	184
gawk	184	184
go	176	176
unrar	173	173
pkgconfig	172	172
gnupg2	165	165
inetutils	164	164
tmux	163	163
exiftool	153	153
grep	152	152
pandoc	151	151
openssh	150	150
gsed	150	150
p7zip	143	143
findutils	140	140
xorg-server	139	139
rlwrap	138	138
gmake	135	135
dos2unix	134	134
bash-completion	126	126
vim	125	125
graphviz	124	124
ripgrep	124	124
gh	121	121
cargo	120	120
ninja	120	120
openssl	119	119
ghostscript	118	118
smartmontools	116	116
aspell-dict-en	114	114
glib2	111	111
rust	111	111
iperf3	109	109
gnutar	108	108
perl5	107	107
watch	107	107
bison	106	106
emacs	105	105
python312	105	105
lynx	105	105
fzf	104	104
python311	103	103
poppler	103	103
sqlite3-tcl	101	101
gnuplot	101	101
python313	100	100
zsh	98	98
aspell	97	97
texlive	96	96
meson	94	94
sqlite3	93	93
py-pip	93	93
tk	91	91
port_cutleaves	91	91
subversion	89	89
cctools	88	88
emacs-app	88	88
mtr	88	88
mc	87	87
youtube-dl	86	86
OpenBLAS	85	85
qemu	85	85
gzip	84	84
py312-pip	84	84
py313-pip	83	83
texlive-latex-extra	82	82
neofetch	82	82
libtool	82	82
nano	81	81
neovim	81	81
pstree	79	79
tesseract-eng	79	79
fd	78	78
openssl3	78	78
texinfo	78	78
lzip	78	78
docker	76	76
libsdl2	76	76
boost	74	74
util-linux	74	74
xz	74	74
py311-pip	74	74
bat	74	74
ccache	73	73
nasm	73	73
