port	total_count	req_count
wget	434	434
git	341	341
ffmpeg	331	331
cmake	291	291
coreutils	278	278
htop	246	246
yt-dlp	243	243
nmap	241	241
bash	240	240
ImageMagick	237	237
curl	228	228
autoconf	207	207
automake	205	205
rsync	204	204
jq	203	203
tree	187	187
go	184	184
gawk	175	175
pkgconfig	168	168
gnupg2	165	165
inetutils	164	164
exiftool	158	158
grep	156	156
tmux	154	154
unrar	153	153
gmake	149	149
gsed	147	147
openssh	147	147
pandoc	147	147
findutils	140	140
p7zip	140	140
xorg-server	140	140
rlwrap	135	135
ninja	132	132
dos2unix	130	130
ripgrep	130	130
bash-completion	128	128
gh	127	127
smartmontools	125	125
cargo	122	122
ghostscript	122	122
vim	122	122
rust	122	122
graphviz	120	120
openssl	118	118
glib2	116	116
lynx	115	115
bison	115	115
aspell-dict-en	115	115
watch	113	113
meson	113	113
poppler	112	112
fzf	110	110
emacs	108	108
gnutar	106	106
perl5	104	104
iperf3	103	103
python311	103	103
sqlite3	100	100
tk	98	98
python313	96	96
gnuplot	96	96
aspell	96	96
python312	95	95
zsh	92	92
mtr	89	89
port_cutleaves	89	89
uv	87	87
cctools	87	87
nasm	87	87
python314	87	87
texlive-latex-extra	87	87
lzip	87	87
gzip	86	86
emacs-app	85	85
subversion	85	85
libsdl2	85	85
libtool	84	84
neovim	84	84
py-pip	83	83
openssl3	83	83
bat	82	82
fd	82	82
nano	81	81
neofetch	81	81
texinfo	81	81
tesseract-eng	80	80
texlive	79	79
tcl	79	79
qemu	79	79
boost	77	77
py312-pip	76	76
mc	76	76
gmp	76	76
xz	76	76
libxml2	75	75
readline	75	75
shellcheck	74	74
py313-pip	74	74
pv	73	73
