port	total_count	req_count
wget	455	455
git	357	357
ffmpeg	339	339
cmake	300	300
coreutils	286	286
ImageMagick	261	261
bash	253	253
nmap	252	252
htop	250	250
yt-dlp	235	235
curl	235	235
jq	216	216
automake	214	214
autoconf	214	214
rsync	212	212
gawk	188	188
tree	184	184
pkgconfig	181	181
go	180	180
gnupg2	170	170
inetutils	166	166
tmux	163	163
unrar	163	163
grep	161	161
exiftool	161	161
gsed	157	157
pandoc	157	157
openssh	156	156
gmake	153	153
findutils	148	148
p7zip	146	146
dos2unix	141	141
xorg-server	139	139
rlwrap	136	136
vim	134	134
ripgrep	132	132
bash-completion	131	131
openssl	127	127
ninja	127	127
gh	125	125
graphviz	123	123
ghostscript	122	122
smartmontools	120	120
cargo	120	120
lynx	118	118
bison	117	117
gnutar	117	117
aspell-dict-en	117	117
perl5	113	113
rust	112	112
poppler	109	109
watch	108	108
iperf3	108	108
glib2	107	107
python311	105	105
python313	105	105
sqlite3-tcl	105	105
gnuplot	104	104
emacs	104	104
python312	103	103
fzf	103	103
meson	103	103
sqlite3	99	99
aspell	97	97
mtr	96	96
zsh	96	96
port_cutleaves	95	95
tk	94	94
py-pip	93	93
subversion	91	91
cctools	90	90
texlive	90	90
emacs-app	90	90
mc	90	90
neofetch	90	90
fd	89	89
py312-pip	89	89
libtool	88	88
gzip	86	86
neovim	85	85
nano	85	85
bat	85	85
py313-pip	84	84
texlive-latex-extra	84	84
tesseract-eng	83	83
texinfo	82	82
qemu	82	82
lzip	81	81
libsdl2	81	81
youtube-dl	80	80
nasm	79	79
pstree	79	79
boost	79	79
xz	77	77
uv	77	77
python310	77	77
tcl	76	76
openssl3	76	76
7zip	76	76
gettext	74	74
