port	total_count	req_count
wget	429	429
git	351	351
ffmpeg	322	322
cmake	294	294
coreutils	273	273
htop	245	245
yt-dlp	243	243
bash	239	239
nmap	237	237
curl	229	229
ImageMagick	228	228
rsync	212	212
autoconf	207	207
automake	205	205
jq	202	202
tree	183	183
go	182	182
gawk	177	177
pkgconfig	173	173
inetutils	163	163
gnupg2	162	162
tmux	160	160
exiftool	158	158
grep	152	152
pandoc	151	151
openssh	151	151
unrar	148	148
gmake	146	146
gsed	145	145
xorg-server	140	140
rlwrap	137	137
findutils	136	136
p7zip	135	135
ripgrep	135	135
ninja	130	130
graphviz	127	127
ghostscript	127	127
openssl	126	126
gh	126	126
bash-completion	126	126
vim	125	125
dos2unix	124	124
smartmontools	123	123
cargo	122	122
rust	121	121
aspell-dict-en	117	117
poppler	117	117
watch	113	113
bison	113	113
fzf	112	112
lynx	110	110
glib2	109	109
meson	109	109
python311	105	105
perl5	105	105
sqlite3	103	103
gnutar	103	103
gnuplot	101	101
iperf3	101	101
emacs	100	100
tk	99	99
aspell	98	98
zsh	96	96
python312	94	94
python314	94	94
python313	92	92
mtr	88	88
subversion	88	88
libtool	88	88
bat	87	87
port_cutleaves	87	87
fd	86	86
neovim	86	86
uv	85	85
py-pip	84	84
cctools	84	84
xz	84	84
emacs-app	84	84
texlive-latex-extra	83	83
libsdl2	83	83
openssl3	83	83
tesseract-eng	82	82
nasm	82	82
py312-pip	81	81
tcl	80	80
neofetch	80	80
lzip	80	80
gzip	79	79
texinfo	79	79
nano	78	78
texlive	78	78
qemu	77	77
boost	77	77
readline	76	76
libxml2	75	75
gmp	75	75
mc	75	75
tesseract	74	74
py313-pip	73	73
parallel	73	73
