port	total_count	req_count
wget	444	444
git	347	347
ffmpeg	345	345
cmake	294	294
coreutils	288	288
ImageMagick	261	261
htop	254	254
nmap	252	252
bash	249	249
yt-dlp	246	246
curl	220	220
jq	214	214
automake	210	210
rsync	209	209
autoconf	209	209
tree	183	183
gawk	182	182
go	180	180
gnupg2	167	167
unrar	167	167
pkgconfig	167	167
exiftool	165	165
inetutils	164	164
pandoc	159	159
tmux	158	158
grep	155	155
gsed	153	153
openssh	151	151
findutils	148	148
p7zip	146	146
gmake	145	145
xorg-server	144	144
dos2unix	139	139
bash-completion	137	137
vim	134	134
ripgrep	133	133
rlwrap	133	133
graphviz	129	129
gh	127	127
smartmontools	125	125
ghostscript	124	124
ninja	123	123
aspell-dict-en	117	117
cargo	116	116
gnutar	115	115
openssl	114	114
bison	113	113
lynx	112	112
poppler	111	111
rust	109	109
watch	109	109
glib2	109	109
perl5	108	108
iperf3	107	107
sqlite3-tcl	106	106
meson	106	106
emacs	106	106
python312	104	104
fzf	103	103
python311	102	102
python313	102	102
gnuplot	102	102
aspell	97	97
sqlite3	96	96
neofetch	96	96
port_cutleaves	95	95
zsh	94	94
tk	93	93
py-pip	93	93
mtr	92	92
texlive-latex-extra	89	89
emacs-app	89	89
subversion	89	89
texlive	88	88
cctools	88	88
py312-pip	88	88
fd	88	88
gzip	86	86
tesseract-eng	86	86
libtool	84	84
bat	84	84
nano	84	84
py313-pip	82	82
neovim	82	82
mc	81	81
lzip	81	81
qemu	80	80
libsdl2	80	80
boost	80	80
texinfo	78	78
openssl3	78	78
pstree	77	77
nasm	76	76
python310	76	76
uv	76	76
youtube-dl	76	76
OpenBLAS	74	74
xz	74	74
pv	74	74
zstd	74	74
