port	total_count	req_count
wget	433	433
git	355	355
ffmpeg	346	346
cmake	296	296
coreutils	286	286
htop	253	253
ImageMagick	250	250
nmap	248	248
bash	246	246
yt-dlp	244	244
curl	220	220
jq	212	212
rsync	204	204
autoconf	202	202
automake	201	201
tree	186	186
gawk	186	186
go	173	173
pkgconfig	172	172
unrar	169	169
gnupg2	163	163
tmux	162	162
inetutils	160	160
exiftool	157	157
gsed	153	153
pandoc	153	153
grep	153	153
openssh	149	149
p7zip	142	142
findutils	142	142
xorg-server	142	142
gmake	137	137
rlwrap	136	136
dos2unix	134	134
bash-completion	128	128
ripgrep	125	125
vim	125	125
ninja	124	124
graphviz	124	124
gh	119	119
ghostscript	117	117
cargo	117	117
openssl	117	117
aspell-dict-en	114	114
smartmontools	114	114
glib2	113	113
rust	110	110
lynx	108	108
python312	108	108
gnutar	107	107
bison	107	107
watch	106	106
iperf3	106	106
poppler	104	104
perl5	104	104
sqlite3-tcl	103	103
emacs	103	103
fzf	102	102
python311	101	101
python313	100	100
gnuplot	99	99
zsh	98	98
py-pip	96	96
aspell	95	95
sqlite3	95	95
port_cutleaves	95	95
meson	95	95
texlive	92	92
tk	92	92
emacs-app	90	90
cctools	89	89
mtr	88	88
subversion	88	88
libtool	87	87
gzip	86	86
qemu	86	86
py312-pip	86	86
neofetch	85	85
OpenBLAS	85	85
youtube-dl	84	84
py313-pip	82	82
mc	82	82
lzip	80	80
texlive-latex-extra	80	80
openssl3	79	79
fd	79	79
tesseract-eng	79	79
neovim	79	79
nano	78	78
texinfo	78	78
libsdl2	78	78
pstree	77	77
xz	76	76
boost	75	75
nasm	75	75
docker	75	75
bat	75	75
util-linux	74	74
pv	74	74
python39	73	73
