port	total_count	req_count
wget	438	438
ffmpeg	347	347
git	346	346
cmake	289	289
coreutils	286	286
ImageMagick	249	249
nmap	247	247
htop	246	246
bash	245	245
yt-dlp	242	242
curl	227	227
automake	212	212
autoconf	209	209
jq	207	207
rsync	203	203
gawk	188	188
go	178	178
tree	175	175
pkgconfig	174	174
inetutils	172	172
gnupg2	165	165
unrar	163	163
grep	157	157
exiftool	156	156
gsed	154	154
tmux	153	153
openssh	152	152
gmake	149	149
findutils	146	146
pandoc	145	145
xorg-server	141	141
p7zip	138	138
rlwrap	138	138
bash-completion	137	137
dos2unix	137	137
vim	133	133
smartmontools	130	130
ripgrep	129	129
graphviz	126	126
ghostscript	125	125
openssl	125	125
bison	120	120
ninja	120	120
gh	119	119
poppler	116	116
aspell-dict-en	115	115
cargo	113	113
glib2	113	113
iperf3	111	111
emacs	110	110
gnutar	110	110
lynx	109	109
rust	109	109
watch	108	108
python311	106	106
perl5	106	106
fzf	106	106
python313	106	106
sqlite3-tcl	105	105
gnuplot	102	102
meson	102	102
python312	101	101
tk	99	99
sqlite3	97	97
aspell	95	95
port_cutleaves	95	95
mtr	93	93
cctools	93	93
zsh	91	91
emacs-app	90	90
libtool	90	90
texlive-latex-extra	89	89
py-pip	88	88
libsdl2	87	87
tesseract-eng	86	86
subversion	86	86
neofetch	85	85
openssl3	85	85
py312-pip	84	84
mc	84	84
gzip	84	84
fd	83	83
lzip	83	83
nano	81	81
qemu	81	81
boost	81	81
texinfo	81	81
bat	81	81
texlive	81	81
neovim	80	80
tcl	78	78
libxml2	78	78
py313-pip	78	78
python310	78	78
zstd	77	77
nasm	77	77
uv	76	76
pstree	76	76
python314	75	75
util-linux	75	75
