port	total_count	req_count
wget	443	443
git	367	367
ffmpeg	350	350
cmake	302	302
coreutils	295	295
htop	254	254
ImageMagick	252	252
bash	246	246
nmap	245	245
yt-dlp	237	237
curl	231	231
jq	215	215
automake	208	208
autoconf	207	207
rsync	206	206
gawk	190	190
tree	187	187
pkgconfig	178	178
go	178	178
unrar	172	172
gnupg2	168	168
inetutils	163	163
tmux	162	162
exiftool	162	162
gsed	158	158
grep	156	156
pandoc	153	153
gmake	149	149
openssh	149	149
xorg-server	148	148
dos2unix	146	146
findutils	146	146
rlwrap	144	144
p7zip	139	139
ripgrep	133	133
bash-completion	129	129
vim	129	129
ninja	127	127
gh	124	124
openssl	123	123
graphviz	123	123
ghostscript	123	123
smartmontools	120	120
cargo	120	120
aspell-dict-en	120	120
rust	117	117
lynx	115	115
gnutar	111	111
bison	111	111
sqlite3-tcl	109	109
glib2	109	109
python312	108	108
emacs	108	108
poppler	107	107
watch	107	107
perl5	107	107
iperf3	107	107
python313	107	107
gnuplot	106	106
fzf	104	104
port_cutleaves	103	103
python311	103	103
zsh	101	101
meson	99	99
aspell	98	98
py-pip	97	97
sqlite3	97	97
tk	96	96
emacs-app	96	96
subversion	93	93
mtr	93	93
cctools	92	92
py312-pip	91	91
texlive	90	90
gzip	89	89
libtool	89	89
py313-pip	88	88
neofetch	87	87
OpenBLAS	85	85
texlive-latex-extra	84	84
mc	84	84
fd	84	84
lzip	83	83
qemu	82	82
youtube-dl	81	81
openssl3	81	81
tesseract-eng	80	80
bat	80	80
texinfo	80	80
neovim	80	80
libsdl2	80	80
nasm	78	78
nano	78	78
tcl	77	77
xz	77	77
7zip	76	76
pwgen	76	76
pstree	76	76
pv	76	76
python39	76	76
