port	total_count	req_count
wget	434	434
git	344	344
ffmpeg	340	340
cmake	289	289
coreutils	284	284
ImageMagick	254	254
nmap	250	250
htop	246	246
bash	246	246
yt-dlp	238	238
curl	221	221
automake	213	213
autoconf	212	212
jq	210	210
rsync	208	208
gawk	184	184
tree	178	178
go	176	176
pkgconfig	170	170
inetutils	166	166
gnupg2	165	165
unrar	164	164
exiftool	160	160
pandoc	156	156
grep	155	155
tmux	153	153
openssh	152	152
gsed	151	151
findutils	146	146
gmake	145	145
xorg-server	143	143
p7zip	141	141
bash-completion	137	137
rlwrap	136	136
ripgrep	134	134
dos2unix	134	134
vim	133	133
graphviz	128	128
ghostscript	125	125
smartmontools	124	124
gh	122	122
ninja	120	120
aspell-dict-en	116	116
openssl	115	115
bison	114	114
cargo	113	113
gnutar	113	113
lynx	110	110
poppler	109	109
perl5	109	109
glib2	109	109
iperf3	108	108
watch	107	107
rust	107	107
sqlite3-tcl	106	106
emacs	104	104
python311	103	103
fzf	103	103
gnuplot	102	102
meson	102	102
python313	101	101
python312	100	100
aspell	96	96
tk	95	95
sqlite3	94	94
port_cutleaves	94	94
mtr	92	92
py-pip	90	90
emacs-app	90	90
zsh	90	90
cctools	89	89
subversion	88	88
libtool	87	87
neofetch	86	86
texlive-latex-extra	86	86
fd	86	86
gzip	85	85
tesseract-eng	84	84
py312-pip	82	82
qemu	81	81
texlive	81	81
bat	81	81
nano	81	81
libsdl2	80	80
neovim	80	80
boost	79	79
mc	79	79
lzip	78	78
py313-pip	78	78
texinfo	78	78
openssl3	78	78
pstree	77	77
youtube-dl	77	77
uv	76	76
qpdf	75	75
xz	75	75
libxml2	75	75
python310	75	75
OpenBLAS	75	75
zstd	75	75
