port	total_count	req_count
wget	431	431
git	349	349
ffmpeg	323	323
cmake	300	300
coreutils	279	279
htop	255	255
yt-dlp	245	245
bash	240	240
nmap	239	239
curl	233	233
ImageMagick	233	233
autoconf	214	214
automake	210	210
rsync	206	206
jq	204	204
go	186	186
pkgconfig	184	184
tree	183	183
gawk	176	176
tmux	170	170
gnupg2	167	167
inetutils	165	165
openssh	162	162
exiftool	160	160
grep	152	152
unrar	152	152
pandoc	148	148
gsed	148	148
gmake	145	145
xorg-server	142	142
ripgrep	137	137
findutils	135	135
p7zip	135	135
rlwrap	134	134
openssl	133	133
vim	132	132
ninja	130	130
graphviz	129	129
smartmontools	127	127
bash-completion	126	126
gh	125	125
ghostscript	124	124
dos2unix	122	122
cargo	122	122
rust	119	119
poppler	118	118
watch	116	116
aspell-dict-en	115	115
bison	114	114
fzf	110	110
glib2	110	110
lynx	109	109
python311	105	105
perl5	104	104
meson	104	104
tk	103	103
emacs	103	103
gnutar	103	103
gnuplot	103	103
zsh	102	102
python314	102	102
sqlite3	102	102
iperf3	102	102
python312	97	97
aspell	96	96
python313	96	96
libtool	95	95
mtr	93	93
neovim	91	91
bat	89	89
openssl3	89	89
subversion	89	89
cctools	89	89
fd	88	88
neofetch	88	88
emacs-app	88	88
port_cutleaves	87	87
uv	87	87
xz	85	85
nano	84	84
libsdl2	84	84
tesseract-eng	83	83
nasm	83	83
tcl	83	83
texinfo	82	82
gzip	81	81
mc	81	81
texlive-latex-extra	81	81
py-pip	81	81
lzip	79	79
readline	77	77
gmp	77	77
texlive	77	77
libxml2	76	76
ncurses	76	76
py312-pip	76	76
7zip	75	75
zstd	75	75
boost	75	75
qemu	74	74
