port	total_count	req_count
wget	431	431
git	353	353
ffmpeg	333	333
cmake	292	292
coreutils	284	284
htop	252	252
ImageMagick	243	243
nmap	242	242
bash	242	242
yt-dlp	241	241
curl	225	225
autoconf	209	209
rsync	208	208
automake	207	207
jq	205	205
go	184	184
tree	184	184
gawk	182	182
gnupg2	172	172
pkgconfig	172	172
inetutils	163	163
unrar	161	161
tmux	160	160
grep	160	160
exiftool	156	156
gsed	155	155
pandoc	155	155
gmake	154	154
openssh	154	154
findutils	143	143
xorg-server	143	143
p7zip	140	140
dos2unix	138	138
rlwrap	135	135
bash-completion	133	133
ripgrep	130	130
vim	130	130
graphviz	128	128
ninja	128	128
smartmontools	127	127
ghostscript	127	127
cargo	122	122
aspell-dict-en	121	121
gh	121	121
openssl	121	121
lynx	119	119
rust	116	116
poppler	116	116
iperf3	113	113
bison	113	113
glib2	113	113
watch	112	112
fzf	111	111
emacs	111	111
perl5	110	110
gnutar	109	109
meson	107	107
python311	106	106
aspell	100	100
sqlite3	99	99
tk	99	99
gnuplot	98	98
python313	97	97
python312	95	95
zsh	93	93
mtr	93	93
port_cutleaves	91	91
nano	90	90
emacs-app	90	90
cctools	90	90
subversion	90	90
libtool	88	88
tesseract-eng	87	87
neovim	86	86
lzip	86	86
gzip	86	86
libsdl2	86	86
fd	85	85
mc	85	85
python314	85	85
qemu	84	84
texlive-latex-extra	84	84
bat	84	84
py-pip	83	83
tcl	83	83
uv	82	82
neofetch	81	81
zstd	81	81
util-linux	80	80
nasm	80	80
boost	79	79
texinfo	79	79
py312-pip	79	79
texlive	79	79
xz	79	79
openssl3	77	77
youtube-dl	77	77
gmp	76	76
doxygen	75	75
libxml2	75	75
