formula	count
openssl@3	557369
xz	468206
ca-certificates	449708
sqlite	389192
python@3.14	347941
gh	319090
zstd	316532
node	290890
readline	261406
libpng	238979
lz4	238853
libnghttp2	236005
icu4c@78	230480
pcre2	203703
awscli	197029
libunistring	191154
libngtcp2	191017
ffmpeg	187943
glib	187846
harfbuzz	185126
simdjson	185046
mpdecimal	183287
jpeg-turbo	164501
gmp	164398
freetype	155941
gettext	154485
uv	154127
cmake	151109
expat	150419
little-cms2	148355
giflib	144210
ncurses	138379
git	136781
go	134632
zlib-ng-compat	134617
simdutf	134211
libtiff	133973
llhttp	132819
libvmaf	128560
libx11	128469
brotli	127850
pkgconf	127440
python@3.13	123845
merve	123131
libnghttp3	120588
coreutils	117955
libxext	116922
xorgproto	114004
libuv	113013
fontconfig	106474
c-ares	106372
gnupg	103142
fmt	101872
x265	99705
ada-url	99521
nbytes	98961
gnutls	98529
gemini-cli	94134
openexr	93452
libffi	92479
m4	92369
libgpg-error	92285
mise	91763
libgcrypt	91722
libxcb	89951
libxau	89693
pixman	89537
bzip2	89447
unbound	89019
ollama	88181
dav1d	87999
libxdmcp	86653
cairo	86176
libxrender	85529
libmpc	83629
hdrhistogram_c	82500
jq	81717
xcbeautify	81118
uvwasi	80848
ripgrep	79378
krb5	79333
libedit	78841
gcc	78436
aom	77395
llvm	76913
python@3.12	74373
lzo	74126
unzip	73875
svt-av1	73850
poppler	72323
libevent	72080
certifi	71729
imagemagick	71239
pango	71207
libssh2	71131
opus	71026
fzf	70715
libomp	70494
p11-kit	69766
libidn2	69611
