formula	count
openssl@3	537917
ca-certificates	506464
node	303515
sqlite	279997
gh	272874
libcap	264276
pkgconf	251553
bubblewrap	232784
python@3.14	226335
glib	225179
uv	218329
awscli	213928
fontconfig	196021
xz	182558
cmake	176478
zstd	167660
ffmpeg	153869
json-c	145268
pcre2	144090
libffi	142641
readline	134322
libtiff	129049
icu4c@78	128245
gmp	127353
harfbuzz	127310
ncurses	126675
lz4	126569
mpdecimal	118339
jpeg-turbo	113998
ripgrep	112348
poppler	111352
go	110581
libnghttp3	107166
libx11	106284
libngtcp2	106078
zlib-ng-compat	102809
git	101199
libnghttp2	99600
libssh2	99530
libpng	95003
llhttp	93755
webp	92562
gettext	90461
expat	90175
simdjson	87715
dav1d	87239
c-ares	86850
pipx	86814
little-cms2	86475
p11-kit	85870
libunistring	85602
gcc	81950
giflib	81252
jq	81168
libtool	78453
z3	78440
python@3.13	77296
fmt	76553
mpg123	76453
pango	75857
coreutils	74946
sdl3	74140
freetype	73831
luajit	73706
pnpm	72744
xorgproto	72375
mise	72180
ada-url	70698
docker	70524
fzf	70293
graphite2	70077
libvmaf	69735
protobuf	69350
brotli	68135
imagemagick	66243
openjdk	65832
libxext	65454
deno	65362
gnupg	65035
svt-av1	64469
certifi	63867
llvm	62845
libxcb	62842
lame	61189
pyenv	60133
xcbeautify	60000
oniguruma	58770
gnutls	57819
tesseract	57482
libpsl	55600
ollama	54422
ruby	53877
hdrhistogram_c	53604
krb5	53596
cairo	53221
just	53104
abseil	53052
libxau	52903
binutils	52498
libxdmcp	52360
