formula	count
ca-certificates	544303
openssl@3	512366
gh	296310
python@3.14	289913
node	288131
sqlite	260388
glib	239456
ffmpeg	212221
awscli	209893
uv	204323
pkgconf	196142
fontconfig	193421
xz	186753
harfbuzz	171621
zstd	170172
cmake	168420
libcap	163095
go	154167
pcre2	143094
libffi	140338
simdjson	137931
readline	136463
ncurses	136360
bubblewrap	135252
lz4	129944
icu4c@78	129405
libtiff	127703
json-c	127425
gmp	124046
mpdecimal	118170
libnghttp2	111768
jpeg-turbo	108042
libx11	105680
libngtcp2	105210
zlib-ng-compat	104785
expat	102382
little-cms2	101638
libnghttp3	100952
poppler	99802
gcc	99772
protobuf	98690
libpng	95963
llhttp	93651
webp	89236
libssh2	88943
gettext	87226
openjdk	86378
git	85762
ripgrep	85448
z3	84550
libunistring	82919
mpg123	81705
pango	80914
p11-kit	80556
giflib	79951
sdl3	79847
abseil	79226
pipx	79158
jq	78656
imagemagick	76433
python@3.13	75417
ada-url	75317
mise	74329
llvm	74201
freetype	73909
c-ares	73317
dav1d	71596
xorgproto	71032
fmt	70925
brotli	70554
coreutils	69232
fzf	69032
graphite2	68255
libvmaf	67859
python@3.12	67784
oniguruma	65930
libpsl	64681
libxext	63420
xcbeautify	62749
libtool	62484
libxcb	62460
x265	62260
pnpm	61719
yq	61624
luajit	59635
tmux	59597
simdutf	59569
tesseract	58323
ollama	57467
openexr	57026
gnupg	56988
docker	56652
gnutls	56188
krb5	55893
yt-dlp	55305
binutils	55255
nss	55079
gdk-pixbuf	54549
ruby	53965
ninja	53848
