formula	count
openssl@3	527004
ca-certificates	507953
xz	498441
sqlite	406475
zstd	342422
node	336639
gh	301844
python@3.14	296443
readline	284333
icu4c@78	268461
libpng	254866
lz4	249512
libnghttp2	243396
pcre2	218546
libngtcp2	217595
libunistring	214833
simdjson	206208
harfbuzz	202827
jpeg-turbo	201941
glib	195881
awscli	195103
mpdecimal	194184
freetype	191478
uv	184615
ffmpeg	171857
gettext	171734
gmp	163898
cmake	158491
brotli	149081
git	148608
expat	148189
ncurses	147895
go	144152
giflib	143308
libtiff	141985
zlib-ng-compat	141541
libx11	139062
pkgconf	137674
libnghttp3	134922
ada-url	134297
libuv	130738
libxext	124097
little-cms2	121913
xorgproto	121833
gemini-cli	120002
openexr	117653
c-ares	114909
fontconfig	109588
fmt	108496
python@3.13	106109
libvmaf	105515
llhttp	103554
aom	101414
libffi	100173
m4	98113
coreutils	97215
mise	97198
bzip2	96227
svt-av1	94688
libxcb	94614
libxau	93781
pango	92613
dav1d	91998
libxdmcp	90957
pixman	90946
gnupg	90460
hdrhistogram_c	90153
uvwasi	89274
libgcrypt	88932
libxrender	88522
libmpc	88067
libedit	87355
cairo	86995
krb5	86501
jq	85040
gnutls	84243
poppler	83863
gcc	83464
ollama	83271
unzip	80539
xcbeautify	80084
berkeley-db@5	79524
autoconf	79046
libssh2	78614
x265	77796
libevent	75774
p11-kit	75458
libgpg-error	75388
protobuf	74367
lzo	74082
libidn2	74001
opus	73449
imagemagick	72807
ripgrep	72360
libvpx	72251
libtasn1	71608
pipx	71067
libomp	70159
unbound	69587
util-linux	69209
