formula	count
openssl@3	523294
zstd	439962
xz	407571
sqlite	394547
ca-certificates	375932
node	332214
readline	322794
gh	317809
python@3.14	305769
pcre2	285042
lz4	245459
icu4c@78	229662
awscli	229017
glib	210154
gettext	206418
libpng	204274
libunistring	203891
uv	199702
go	199116
mpdecimal	198709
ffmpeg	192148
libngtcp2	187150
freetype	185182
libtiff	183885
libx11	176971
libnghttp2	170485
libuv	170351
zlib-ng-compat	167633
brotli	164941
gmp	157087
libnghttp3	156835
ncurses	152941
pkgconf	147710
python@3.13	147518
simdjson	147374
expat	141958
m4	140180
libxext	139031
little-cms2	138950
gemini-cli	137990
ada-url	137118
gcc	134985
llhttp	134515
harfbuzz	133952
c-ares	132213
xorgproto	132206
git	132100
cmake	130809
jpeg-turbo	127944
fmt	127633
gnutls	122271
openexr	118108
hdrhistogram_c	108305
libssh2	104992
fontconfig	102828
bzip2	102530
p11-kit	102287
uvwasi	102173
coreutils	100835
dav1d	99342
libffi	98263
libxcb	96065
libxau	95705
libvpx	92862
libxdmcp	92424
zlib	92198
openjph	91852
jpeg-xl	91553
protobuf	90030
krb5	89850
libgcrypt	89393
libedit	87933
libgpg-error	87375
libxrender	86818
unzip	84959
pixman	83687
berkeley-db@5	82453
certifi	81683
cairo	78955
opus	78701
svt-av1	78325
xcbeautify	76121
mise	76091
binutils	75726
curl	75406
abseil	74387
gnupg	74213
poppler	74083
libxml2	73221
pango	73036
libtasn1	70720
giflib	69971
llvm	69923
pyenv	69588
imagemagick	68072
libtool	68039
sdl2	67675
x265	67557
mpfr	67340
util-linux	66828
