formula	count
openssl@3	484332
ca-certificates	407837
sqlite	402564
xz	394125
zstd	388902
node	362001
gh	358657
readline	314524
icu4c@78	258077
lz4	251037
python@3.14	249306
libunistring	248036
pcre2	242921
glib	225230
awscli	216626
harfbuzz	212539
simdjson	205630
libngtcp2	202213
mpdecimal	202074
uv	198834
libnghttp2	197483
gettext	192566
libuv	192299
freetype	185404
ffmpeg	177663
brotli	172304
go	167576
libpng	161874
gmp	160592
zlib-ng-compat	157030
libnghttp3	157021
libx11	155383
libtiff	155303
pkgconf	150774
expat	149556
ncurses	148491
ada-url	139035
c-ares	137850
cmake	137762
little-cms2	135955
libxext	134449
xorgproto	129632
gemini-cli	127858
jpeg-turbo	126480
fmt	125135
openexr	121562
m4	118674
llhttp	117058
git	112369
gcc	110473
python@3.13	110270
uvwasi	107658
giflib	107455
hdrhistogram_c	106517
fontconfig	104832
libffi	101574
bzip2	101262
libxcb	97252
dav1d	97191
libxau	96899
gnupg	96370
imagemagick	95469
gnutls	94259
libxdmcp	93662
libgcrypt	91092
libxrender	89121
libedit	88614
libvpx	87578
pixman	86854
certifi	86731
libgpg-error	86204
coreutils	86014
krb5	85775
yt-dlp	84869
unzip	84560
berkeley-db@5	83652
cairo	82260
p11-kit	82184
protobuf	81974
libssh2	80211
opus	78977
node@22	77726
mise	75658
jpeg-xl	74986
svt-av1	74474
xcbeautify	74450
openjph	73058
libtasn1	72539
deno	72538
poppler	71676
libksba	71497
sdl2	71058
ollama	70789
curl	70531
x265	70145
pango	69963
unbound	69836
libmpc	69071
pyenv	68808
lzo	68776
