formula	count
openssl@3	500173
zstd	403464
xz	400431
sqlite	382598
ca-certificates	372816
gh	362766
node	349315
readline	318007
python@3.14	259391
pcre2	252424
lz4	249758
icu4c@78	227662
libunistring	226846
awscli	220969
glib	217053
mpdecimal	201508
libuv	199235
libngtcp2	196707
gettext	195977
uv	195699
freetype	184593
go	180805
ffmpeg	180157
harfbuzz	177398
libnghttp2	174142
libpng	171986
brotli	169571
simdjson	168102
zlib-ng-compat	165235
libx11	161266
libtiff	160966
gmp	159186
libnghttp3	157091
ncurses	150180
pkgconf	150048
expat	140086
ada-url	138390
little-cms2	136661
c-ares	136557
libxext	135803
llhttp	135169
gemini-cli	131891
xorgproto	129767
fmt	126580
jpeg-turbo	126059
cmake	124730
git	124222
m4	123569
gcc	121612
python@3.13	116085
openexr	110052
uvwasi	107056
hdrhistogram_c	106848
bzip2	103216
fontconfig	102073
gnutls	101620
libffi	100659
libvpx	98899
dav1d	98028
libxcb	96113
libxau	96089
openjph	93333
libxdmcp	92584
libgpg-error	91034
libgcrypt	89340
coreutils	88238
libedit	88207
libxrender	87776
krb5	86490
certifi	85974
unzip	85591
gnupg	85470
p11-kit	84725
pixman	84281
giflib	84071
berkeley-db@5	83579
libssh2	82641
jpeg-xl	81961
imagemagick	81832
protobuf	81046
cairo	79776
opus	79404
mise	77823
node@22	77262
svt-av1	75707
pyenv	74337
xcbeautify	73959
zlib	71959
yt-dlp	71494
libtasn1	70906
pango	70599
sdl2	70083
x265	69888
libxml2	69306
librsvg	68861
poppler	68503
abseil	68267
curl	68136
deno	67923
unbound	67755
