formula	count
openssl@3	516341
zstd	425100
xz	403044
sqlite	377000
ca-certificates	372911
node	328557
readline	319504
gh	318272
python@3.14	302405
pcre2	270555
lz4	244712
icu4c@78	227636
awscli	224139
glib	209936
libunistring	205225
libpng	202953
gettext	202559
mpdecimal	197916
uv	197015
go	193302
ffmpeg	191984
freetype	187572
libngtcp2	187357
libtiff	183965
libuv	178997
libx11	177511
libnghttp2	170298
brotli	164316
zlib-ng-compat	163649
libnghttp3	155879
gmp	155532
ncurses	151540
simdjson	148376
pkgconf	147653
python@3.13	141097
expat	140804
m4	139995
harfbuzz	139414
libxext	137680
little-cms2	137420
ada-url	136239
gemini-cli	134829
gcc	134794
llhttp	133880
git	133011
c-ares	132494
xorgproto	131025
cmake	128906
fmt	126573
jpeg-turbo	126423
gnutls	122580
openexr	118256
hdrhistogram_c	107478
uvwasi	102552
bzip2	102246
p11-kit	101946
fontconfig	101638
dav1d	98491
libffi	97858
coreutils	96263
libxcb	95536
libssh2	95343
libxau	95214
libvpx	93639
libxdmcp	91828
openjph	91390
jpeg-xl	91297
protobuf	89258
libgcrypt	88680
zlib	88514
krb5	88258
libedit	87410
libgpg-error	87347
libxrender	86492
unzip	84450
pixman	83175
certifi	82231
berkeley-db@5	82014
opus	78719
cairo	78501
svt-av1	77753
binutils	75213
mise	75197
gnupg	74256
abseil	73909
libxml2	73696
xcbeautify	73259
pango	72660
curl	72303
poppler	71924
libtasn1	70517
llvm	69771
giflib	69350
imagemagick	69203
node@22	68645
pyenv	68300
sdl2	67920
x265	67632
mpfr	67040
libtool	66960
