formula	count
openssl@3	341908
ca-certificates	331911
gh	204083
python@3.14	152835
uv	139664
ffmpeg	133573
node	129579
pcre2	125256
cmake	121882
pkgconf	120099
sqlite	119566
awscli	117308
go	116049
glib	115935
xz	113780
zstd	107779
harfbuzz	102875
fontconfig	97533
gmp	97356
little-cms2	93781
simdjson	93076
lz4	83689
ncurses	82697
gcc	79760
readline	78011
icu4c@78	76635
libtiff	74429
json-c	74198
protobuf	68763
mpdecimal	67818
coreutils	65140
libx11	63377
jpeg-turbo	63172
libpng	62428
libffi	61074
zlib-ng-compat	60408
x265	60130
expat	58380
xcbeautify	55012
gnupg	52898
webp	52833
abseil	52807
gettext	51969
libunistring	50387
jq	49613
openjdk	49196
libnghttp2	48771
git	47578
giflib	47407
simdutf	47183
freetype	46901
libvpx	45895
yt-dlp	45382
imagemagick	44954
oniguruma	44061
brotli	43794
libnghttp3	43136
libngtcp2	42989
xorgproto	42888
dav1d	42286
fmt	41973
c-ares	41558
graphite2	41475
mise	41112
libgcrypt	40594
ripgrep	40574
libvmaf	40513
llvm	40293
yq	39738
sdl3	39552
merve	39400
libxext	38753
python@3.12	38549
python@3.13	38539
libxcb	38263
poppler	38049
gnutls	37950
libssh2	37434
pango	37387
hello	36987
p11-kit	36835
mpg123	36528
neovim	35961
libheif	35694
krb5	35469
tmux	35357
kubernetes-cli	35324
nss	35237
libtool	34900
rust	34877
ruby	34681
ninja	34367
llhttp	33535
pipx	32550
libksba	32530
sdl2-compat	32419
libomp	32338
pnpm	32263
curl	32162
swiftlint	32151
