formula	count
openssl@3	538073
xz	505779
ca-certificates	476026
sqlite	395011
zstd	327969
node	308219
gh	304838
python@3.14	302928
readline	271403
libpng	261131
icu4c@78	245441
lz4	242588
libnghttp2	237945
libngtcp2	219240
pcre2	208641
simdjson	203632
harfbuzz	202285
libunistring	200798
awscli	195743
jpeg-turbo	194359
mpdecimal	186412
glib	177221
ffmpeg	175482
cmake	167222
freetype	165903
gettext	161746
gmp	160516
uv	155828
expat	149829
ncurses	142555
giflib	142447
git	140373
go	139491
brotli	137623
little-cms2	136494
zlib-ng-compat	136216
libtiff	135679
pkgconf	131163
libx11	130637
libnghttp3	127231
libuv	121721
libvmaf	121417
libxext	118283
xorgproto	115482
ada-url	112403
c-ares	110170
coreutils	107415
simdutf	105256
fontconfig	104894
fmt	104812
llhttp	104081
openexr	103781
gemini-cli	102025
python@3.13	99825
gnupg	97831
libffi	95386
m4	94239
bzip2	92020
merve	91570
aom	91146
mise	91124
x265	90612
ollama	90307
libgcrypt	89894
libxau	89825
dav1d	89732
libxcb	89660
pixman	87900
libxdmcp	86866
hdrhistogram_c	86212
libgpg-error	85618
libxrender	85020
uvwasi	84954
cairo	84322
libmpc	84215
krb5	82746
neovim	82587
jq	82549
libedit	82240
poppler	81964
gnutls	80151
svt-av1	79777
gcc	79237
xcbeautify	78735
unzip	76437
ripgrep	76243
pango	75950
libssh2	74389
llvm	74118
nbytes	73769
libevent	73439
lzo	72226
libomp	71906
p11-kit	71869
imagemagick	71826
opus	71610
libidn2	70893
libvpx	69968
fzf	69721
berkeley-db@5	68276
